sampling_method,num_examples,accuracy_error,merge
random,10,0.10892089967146834,arithmo_meta_td
irt,10,0.12421026029820559,arithmo_meta_td
anchor,10,0.010740459944402425,arithmo_meta_td
random,10,0.30892089967146835,arithmo_meta_td
irt,10,0.06381096790497875,arithmo_meta_td
anchor,10,0.1980035380338641,arithmo_meta_td
random,10,0.10892089967146834,arithmo_meta_td
irt,10,0.013773060399292492,arithmo_meta_td
anchor,10,0.025650745514278483,arithmo_meta_td
random,10,0.09107910032853161,arithmo_meta_td
irt,10,0.06077836745008858,arithmo_meta_td
anchor,10,0.039550164265858,arithmo_meta_td
random,10,0.20892089967146832,arithmo_meta_td
irt,10,0.02362901187768529,arithmo_meta_td
anchor,10,0.053196866312863356,arithmo_meta_td
random,15,0.275587566338135,arithmo_meta_td
irt,15,0.008466009603234959,arithmo_meta_td
anchor,15,0.0766995198382614,arithmo_meta_td
random,15,0.07558756633813501,arithmo_meta_td
irt,15,0.022112711650240202,arithmo_meta_td
anchor,15,0.2321202931513774,arithmo_meta_td
random,15,0.12441243366186494,arithmo_meta_td
irt,15,0.03778114733383853,arithmo_meta_td
anchor,15,0.10778367450088455,arithmo_meta_td
random,15,0.14225423300480167,arithmo_meta_td
irt,15,0.09716957290876937,arithmo_meta_td
anchor,15,0.07366691938337133,arithmo_meta_td
random,15,0.07558756633813501,arithmo_meta_td
irt,15,0.0772049532474095,arithmo_meta_td
anchor,15,0.06608541824614611,arithmo_meta_td
random,15,0.14225423300480167,arithmo_meta_td
irt,15,0.12117765984331552,arithmo_meta_td
anchor,15,0.021859994945665817,arithmo_meta_td
random,15,0.3422542330048017,arithmo_meta_td
irt,15,0.06962345211018439,arithmo_meta_td
anchor,15,0.032474096537781105,arithmo_meta_td
random,15,0.14225423300480167,arithmo_meta_td
irt,15,0.05370229972201146,arithmo_meta_td
anchor,15,0.08933535506696988,arithmo_meta_td
random,15,0.14225423300480167,arithmo_meta_td
irt,15,0.11915592620672233,arithmo_meta_td
anchor,15,0.008213292898660574,arithmo_meta_td
random,15,0.20892089967146832,arithmo_meta_td
irt,15,0.05142784938084388,arithmo_meta_td
anchor,15,0.005180692443770396,arithmo_meta_td
random,20,0.20892089967146832,arithmo_meta_td
irt,20,0.03929744756128373,arithmo_meta_td
anchor,20,0.016805660854182447,arithmo_meta_td
random,20,0.008920899671468363,arithmo_meta_td
irt,20,0.029441496082890928,arithmo_meta_td
anchor,20,0.19421278746525145,arithmo_meta_td
random,20,0.04107910032853168,arithmo_meta_td
irt,20,0.0312105130149104,arithmo_meta_td
anchor,20,0.021354561536517713,arithmo_meta_td
random,20,0.058920899671468296,arithmo_meta_td
irt,20,0.03879201415213551,arithmo_meta_td
anchor,20,0.0031589588071772035,arithmo_meta_td
random,20,0.15892089967146833,arithmo_meta_td
irt,20,0.011498610058124914,arithmo_meta_td
anchor,20,0.16540308314379587,arithmo_meta_td
random,20,0.058920899671468296,arithmo_meta_td
irt,20,0.03272681324235549,arithmo_meta_td
anchor,20,0.13280262825372763,arithmo_meta_td
random,20,0.25892089967146836,arithmo_meta_td
irt,20,0.004422542330047907,arithmo_meta_td
anchor,20,0.01124589335355064,arithmo_meta_td
random,20,0.10892089967146834,arithmo_meta_td
irt,20,0.05066969926712139,arithmo_meta_td
anchor,20,0.10778367450088455,arithmo_meta_td
random,20,0.10892089967146834,arithmo_meta_td
irt,20,0.02362901187768518,arithmo_meta_td
anchor,20,0.019080111195350025,arithmo_meta_td
random,20,0.25892089967146836,arithmo_meta_td
irt,20,0.09540055597675012,arithmo_meta_td
anchor,20,0.013520343694718107,arithmo_meta_td
random,30,0.10892089967146834,arithmo_meta_td
irt,30,0.09767500631791748,arithmo_meta_td
anchor,30,0.12901187768511507,arithmo_meta_td
random,30,0.04225423300480169,arithmo_meta_td
irt,30,0.0779631033611321,arithmo_meta_td
anchor,30,0.10020217336365944,arithmo_meta_td
random,30,0.05774576699519829,arithmo_meta_td
irt,30,0.14543846348243605,arithmo_meta_td
anchor,30,0.08049027040687406,arithmo_meta_td
random,30,0.10892089967146834,arithmo_meta_td
irt,30,0.03474854687894846,arithmo_meta_td
anchor,30,0.13204447814000508,arithmo_meta_td
random,30,0.07558756633813501,arithmo_meta_td
irt,30,0.012256760171847292,arithmo_meta_td
anchor,30,0.008971443012383062,arithmo_meta_td
random,30,0.14225423300480167,arithmo_meta_td
irt,30,0.10980540813747786,arithmo_meta_td
anchor,30,0.01806924437705304,arithmo_meta_td
random,30,0.10892089967146834,arithmo_meta_td
irt,30,0.07189790245135197,arithmo_meta_td
anchor,30,0.03626484710639377,arithmo_meta_td
random,30,0.10892089967146834,arithmo_meta_td
irt,30,0.00619155926206727,arithmo_meta_td
anchor,30,0.1942127874652515,arithmo_meta_td
random,30,0.10892089967146834,arithmo_meta_td
irt,30,0.09944402324993695,arithmo_meta_td
anchor,30,0.0036643922163254183,arithmo_meta_td
random,30,0.2422542330048017,arithmo_meta_td
irt,30,0.06734900176901693,arithmo_meta_td
anchor,30,0.053955016426585956,arithmo_meta_td
random,50,0.04892089967146829,arithmo_meta_td
irt,50,0.06204195097295906,arithmo_meta_td
anchor,50,0.016805660854182447,arithmo_meta_td
random,50,0.02892089967146838,arithmo_meta_td
irt,50,0.09919130654536257,arithmo_meta_td
anchor,50,0.029694212787465313,arithmo_meta_td
random,50,0.011079100328531655,arithmo_meta_td
irt,50,0.036517563810967935,arithmo_meta_td
anchor,50,0.0387920141521354,arithmo_meta_td
random,50,0.04892089967146829,arithmo_meta_td
irt,50,0.07038160222390688,arithmo_meta_td
anchor,50,0.05243871619914087,arithmo_meta_td
random,50,0.0689208996714683,arithmo_meta_td
irt,50,0.12269396007076061,arithmo_meta_td
anchor,50,0.03272681324235527,arithmo_meta_td
random,50,0.0689208996714683,arithmo_meta_td
irt,50,0.05243871619914087,arithmo_meta_td
anchor,50,0.02944149608289104,arithmo_meta_td
random,50,0.10892089967146834,arithmo_meta_td
irt,50,0.051427849380844104,arithmo_meta_td
anchor,50,0.12800101086681814,arithmo_meta_td
random,50,0.12892089967146836,arithmo_meta_td
irt,50,0.049153399039676415,arithmo_meta_td
anchor,50,0.11081627495577462,arithmo_meta_td
random,50,0.04892089967146829,arithmo_meta_td
irt,50,0.08503917108920911,arithmo_meta_td
anchor,50,0.03626484710639366,arithmo_meta_td
random,50,0.12892089967146836,arithmo_meta_td
irt,50,0.05926206722264349,arithmo_meta_td
anchor,50,0.058503917108921,arithmo_meta_td
random,100,0.0010791003285316458,arithmo_meta_td
irt,100,0.019080111195350247,arithmo_meta_td
anchor,100,0.03474854687894857,arithmo_meta_td
random,100,0.008920899671468363,arithmo_meta_td
irt,100,0.010740459944402536,arithmo_meta_td
anchor,100,0.05774576699519851,arithmo_meta_td
random,100,0.018920899671468372,arithmo_meta_td
irt,100,0.01604751074046007,arithmo_meta_td
anchor,100,0.0387920141521354,arithmo_meta_td
random,100,0.08892089967146832,arithmo_meta_td
irt,100,0.00972959312610544,arithmo_meta_td
anchor,100,0.058251200404346615,arithmo_meta_td
random,100,0.09892089967146833,arithmo_meta_td
irt,100,0.045615365175638356,arithmo_meta_td
anchor,100,0.09110437199898913,arithmo_meta_td
random,100,0.10892089967146834,arithmo_meta_td
irt,100,0.06355825120040415,arithmo_meta_td
anchor,100,0.017311094263330884,arithmo_meta_td
random,100,0.0010791003285316458,arithmo_meta_td
irt,100,0.06280010108668166,arithmo_meta_td
anchor,100,0.06532726813242362,arithmo_meta_td
random,100,0.12892089967146836,arithmo_meta_td
irt,100,0.0016426585797323368,arithmo_meta_td
anchor,100,0.0036643922163255294,arithmo_meta_td
random,100,0.10892089967146834,arithmo_meta_td
irt,100,0.047637098812231216,arithmo_meta_td
anchor,100,0.02716704574172335,arithmo_meta_td
random,100,0.058920899671468296,arithmo_meta_td
irt,100,0.057493050290624015,arithmo_meta_td
anchor,100,0.08503917108920911,arithmo_meta_td
random,10,0.40892089967146833,ninja_meta_td
irt,10,0.11915592620672244,ninja_meta_td
anchor,10,0.12370482688905743,ninja_meta_td
random,10,0.008920899671468363,ninja_meta_td
irt,10,0.0501642658579734,ninja_meta_td
anchor,10,0.02287086176396269,ninja_meta_td
random,10,0.10892089967146834,ninja_meta_td
irt,10,0.4269648723780643,ninja_meta_td
anchor,10,0.36403841293909533,ninja_meta_td
random,10,0.30892089967146835,ninja_meta_td
irt,10,0.5224917867071014,ninja_meta_td
anchor,10,0.13280262825372763,ninja_meta_td
random,10,0.5089208996714684,ninja_meta_td
irt,10,0.18814758655547148,ninja_meta_td
anchor,10,0.12370482688905737,ninja_meta_td
random,10,0.20892089967146832,ninja_meta_td
irt,10,0.3951225676017186,ninja_meta_td
anchor,10,0.103992923932272,ninja_meta_td
random,10,0.30892089967146835,ninja_meta_td
irt,10,0.2768511498610059,ninja_meta_td
anchor,10,0.12749557745767004,ninja_meta_td
random,10,0.6089208996714683,ninja_meta_td
irt,10,0.5217336365933789,ninja_meta_td
anchor,10,0.06456911801870102,ninja_meta_td
random,10,0.10892089967146834,ninja_meta_td
irt,10,0.19724538792014168,ninja_meta_td
anchor,10,0.3534243113469801,ninja_meta_td
random,10,0.30892089967146835,ninja_meta_td
irt,10,0.3208238564569119,ninja_meta_td
anchor,10,0.194970937578974,ninja_meta_td
random,15,0.40892089967146833,ninja_meta_td
irt,15,0.36328026282537285,ninja_meta_td
anchor,15,0.3056608541824615,ninja_meta_td
random,15,0.008920899671468363,ninja_meta_td
irt,15,0.42544857215061926,ninja_meta_td
anchor,15,0.1843568359868588,ninja_meta_td
random,15,0.14225423300480167,ninja_meta_td
irt,15,0.2844326509982311,ninja_meta_td
anchor,15,0.0696234521101845,ninja_meta_td
random,15,0.40892089967146833,ninja_meta_td
irt,15,0.549785190801112,ninja_meta_td
anchor,15,0.2124083901945919,ninja_meta_td
random,15,0.3422542330048017,ninja_meta_td
irt,15,0.4580490270406875,ninja_meta_td
anchor,15,0.018321961081627647,ninja_meta_td
random,15,0.275587566338135,ninja_meta_td
irt,15,0.3382613090725298,ninja_meta_td
anchor,15,0.12370482688905743,ninja_meta_td
random,15,0.3422542330048017,ninja_meta_td
irt,15,0.2397017942886026,ninja_meta_td
anchor,15,0.3647965630528178,ninja_meta_td
random,15,0.40892089967146833,ninja_meta_td
irt,15,0.33143795804902715,ninja_meta_td
anchor,15,0.12825372757139253,ninja_meta_td
random,15,0.20892089967146832,ninja_meta_td
irt,15,0.35342431134698016,ninja_meta_td
anchor,15,0.17753348496335614,ninja_meta_td
random,15,0.275587566338135,ninja_meta_td
irt,15,0.21619914076320457,ninja_meta_td
anchor,15,0.21089208996714692,ninja_meta_td
random,20,0.35892089967146834,ninja_meta_td
irt,20,0.4436441748799596,ninja_meta_td
anchor,20,0.3109679049785191,ninja_meta_td
random,20,0.008920899671468363,ninja_meta_td
irt,20,0.5657063431892848,ninja_meta_td
anchor,20,0.3397776092999748,ninja_meta_td
random,20,0.15892089967146833,ninja_meta_td
irt,20,0.3026282537275715,ninja_meta_td
anchor,20,0.2571392469042204,ninja_meta_td
random,20,0.40892089967146833,ninja_meta_td
irt,20,0.45425827647207484,ninja_meta_td
anchor,20,0.2791256002021734,ninja_meta_td
random,20,0.40892089967146833,ninja_meta_td
irt,20,0.2518321961081629,ninja_meta_td
anchor,20,0.21089208996714692,ninja_meta_td
random,20,0.30892089967146835,ninja_meta_td
irt,20,0.0403083143795806,ninja_meta_td
anchor,20,0.31703310588829925,ninja_meta_td
random,20,0.25892089967146836,ninja_meta_td
irt,20,0.3670710133939854,ninja_meta_td
anchor,20,0.23894364417488,ninja_meta_td
random,20,0.35892089967146834,ninja_meta_td
irt,20,0.3193075562294668,ninja_meta_td
anchor,20,0.21240839019459196,ninja_meta_td
random,20,0.15892089967146833,ninja_meta_td
irt,20,0.4428860247662371,ninja_meta_td
anchor,20,0.17904978519080111,ninja_meta_td
random,20,0.25892089967146836,ninja_meta_td
irt,20,0.47927723022491797,ninja_meta_td
anchor,20,0.3556987616881476,ninja_meta_td
random,30,0.2422542330048017,ninja_meta_td
irt,30,0.27912560020217336,ninja_meta_td
anchor,30,0.3124842052059642,ninja_meta_td
random,30,0.008920899671468363,ninja_meta_td
irt,30,0.259413697245388,ninja_meta_td
anchor,30,0.2563810967904979,ninja_meta_td
random,30,0.175587566338135,ninja_meta_td
irt,30,0.2268132423553197,ninja_meta_td
anchor,30,0.2654788981551681,ninja_meta_td
random,30,0.375587566338135,ninja_meta_td
irt,30,0.3124842052059642,ninja_meta_td
anchor,30,0.13507707859489526,ninja_meta_td
random,30,0.375587566338135,ninja_meta_td
irt,30,0.3541824614607026,ninja_meta_td
anchor,30,0.07973212029315146,ninja_meta_td
random,30,0.40892089967146833,ninja_meta_td
irt,30,0.2313621430376549,ninja_meta_td
anchor,30,0.3132423553196867,ninja_meta_td
random,30,0.20892089967146832,ninja_meta_td
irt,30,0.3564569118018701,ninja_meta_td
anchor,30,0.34508466009603245,ninja_meta_td
random,30,0.40892089967146833,ninja_meta_td
irt,30,0.27381854940611583,ninja_meta_td
anchor,30,0.36252211271165025,ninja_meta_td
random,30,0.20892089967146832,ninja_meta_td
irt,30,0.37313621430376553,ninja_meta_td
anchor,30,0.20482688905736673,ninja_meta_td
random,30,0.275587566338135,ninja_meta_td
irt,30,0.36176396259792776,ninja_meta_td
anchor,30,0.12067222643416742,ninja_meta_td
random,50,0.16892089967146834,ninja_meta_td
irt,50,0.20331058882992176,ninja_meta_td
anchor,50,0.32992165782158206,ninja_meta_td
random,50,0.16892089967146834,ninja_meta_td
irt,50,0.301870103613849,ninja_meta_td
anchor,50,0.33447055850391716,ninja_meta_td
random,50,0.18892089967146836,ninja_meta_td
irt,50,0.34508466009603245,ninja_meta_td
anchor,50,0.27078594895122576,ninja_meta_td
random,50,0.28892089967146833,ninja_meta_td
irt,50,0.21998989133181712,ninja_meta_td
anchor,50,0.2222643416729846,ninja_meta_td
random,50,0.34892089967146833,ninja_meta_td
irt,50,0.2397017942886025,ninja_meta_td
anchor,50,0.2632044478140006,ninja_meta_td
random,50,0.30892089967146835,ninja_meta_td
irt,50,0.33219610816274964,ninja_meta_td
anchor,50,0.29049785190801114,ninja_meta_td
random,50,0.22892089967146834,ninja_meta_td
irt,50,0.2548647965630529,ninja_meta_td
anchor,50,0.2495577457669952,ninja_meta_td
random,50,0.34892089967146833,ninja_meta_td
irt,50,0.19269648723780652,ninja_meta_td
anchor,50,0.17374273439474353,ninja_meta_td
random,50,0.20892089967146832,ninja_meta_td
irt,50,0.31779125600202185,ninja_meta_td
anchor,50,0.16616123325751836,ninja_meta_td
random,50,0.30892089967146835,ninja_meta_td
irt,50,0.30035380338640394,ninja_meta_td
anchor,50,0.259413697245388,ninja_meta_td
random,100,0.16892089967146834,ninja_meta_td
irt,100,0.21316654030831444,ninja_meta_td
anchor,100,0.216957290876927,ninja_meta_td
random,100,0.17892089967146835,ninja_meta_td
irt,100,0.22757139246904234,ninja_meta_td
anchor,100,0.25410664644933034,ninja_meta_td
random,100,0.25892089967146836,ninja_meta_td
irt,100,0.25941369724538804,ninja_meta_td
anchor,100,0.2601718473591104,ninja_meta_td
random,100,0.22892089967146834,ninja_meta_td
irt,100,0.2715440990649483,ninja_meta_td
anchor,100,0.26244629770027805,ninja_meta_td
random,100,0.30892089967146835,ninja_meta_td
irt,100,0.326889057366692,ninja_meta_td
anchor,100,0.2867071013393986,ninja_meta_td
random,100,0.28892089967146833,ninja_meta_td
irt,100,0.17980793530452382,ninja_meta_td
anchor,100,0.2867071013393986,ninja_meta_td
random,100,0.22892089967146834,ninja_meta_td
irt,100,0.21771544099064966,ninja_meta_td
anchor,100,0.17374273439474347,ninja_meta_td
random,100,0.31892089967146836,ninja_meta_td
irt,100,0.20558503917108933,ninja_meta_td
anchor,100,0.2723022491786707,ninja_meta_td
random,100,0.19892089967146837,ninja_meta_td
irt,100,0.23439474349254497,ninja_meta_td
anchor,100,0.23363659337882237,ninja_meta_td
random,100,0.24892089967146835,ninja_meta_td
irt,100,0.2487995956532728,ninja_meta_td
anchor,100,0.22453879201415217,ninja_meta_td
random,10,0.10892089967146834,wizard_meta_td
irt,10,0.012256760171847514,wizard_meta_td
anchor,10,0.09413697245387931,wizard_meta_td
random,10,0.30892089967146835,wizard_meta_td
irt,10,0.08706090472580219,wizard_meta_td
anchor,10,0.12269396007076061,wizard_meta_td
random,10,0.008920899671468363,wizard_meta_td
irt,10,0.009982309830679936,wizard_meta_td
anchor,10,0.0941369724538792,wizard_meta_td
random,10,0.10892089967146834,wizard_meta_td
irt,10,0.017563810967905158,wizard_meta_td
anchor,10,0.13634066211776608,wizard_meta_td
random,10,0.008920899671468363,wizard_meta_td
irt,10,0.04763709881223133,wizard_meta_td
anchor,10,0.04536264847106386,wizard_meta_td
random,10,0.10892089967146834,wizard_meta_td
irt,10,0.02590346221885287,wizard_meta_td
anchor,10,0.04308819812989628,wizard_meta_td
random,10,0.20892089967146832,wizard_meta_td
irt,10,0.013520343694717996,wizard_meta_td
anchor,10,0.03196866312863289,wizard_meta_td
random,10,0.20892089967146832,wizard_meta_td
irt,10,0.06002021733636609,wizard_meta_td
anchor,10,0.035759413697245446,wizard_meta_td
random,10,0.008920899671468363,wizard_meta_td
irt,10,0.06128380085923668,wizard_meta_td
anchor,10,0.05622946676775342,wizard_meta_td
random,10,0.09107910032853161,wizard_meta_td
irt,10,0.017311094263330662,wizard_meta_td
anchor,10,0.0312105130149104,wizard_meta_td
random,15,0.20892089967146832,wizard_meta_td
irt,15,0.0865554713166542,wizard_meta_td
anchor,15,0.20255243871619916,wizard_meta_td
random,15,0.20892089967146832,wizard_meta_td
irt,15,0.031210513014910513,wizard_meta_td
anchor,15,0.16995198382613097,wizard_meta_td
random,15,0.05774576699519829,wizard_meta_td
irt,15,0.09641142279504689,wizard_meta_td
anchor,15,0.0597675006317917,wizard_meta_td
random,15,0.20892089967146832,wizard_meta_td
irt,15,0.1942127874652516,wizard_meta_td
anchor,15,0.015036643922163084,wizard_meta_td
random,15,0.008920899671468363,wizard_meta_td
irt,15,0.09994945665908506,wizard_meta_td
anchor,15,0.1234521101844831,wizard_meta_td
random,15,0.07558756633813501,wizard_meta_td
irt,15,0.06077836745008858,wizard_meta_td
anchor,15,0.07518321961081631,wizard_meta_td
random,15,0.14225423300480167,wizard_meta_td
irt,15,0.04536264847106375,wizard_meta_td
anchor,15,0.02514531210513027,wizard_meta_td
random,15,0.20892089967146832,wizard_meta_td
irt,15,0.023376295173110795,wizard_meta_td
anchor,15,0.09767500631791748,wizard_meta_td
random,15,0.07558756633813501,wizard_meta_td
irt,15,0.03550669699267106,wizard_meta_td
anchor,15,0.049911549153399015,wizard_meta_td
random,15,0.05774576699519829,wizard_meta_td
irt,15,0.0857973212029316,wizard_meta_td
anchor,15,0.10753095779631028,wizard_meta_td
random,20,0.15892089967146833,wizard_meta_td
irt,20,0.013773060399292492,wizard_meta_td
anchor,20,0.05243871619914087,wizard_meta_td
random,20,0.058920899671468296,wizard_meta_td
irt,20,0.021859994945665817,wizard_meta_td
anchor,20,0.07215061915592635,wizard_meta_td
random,20,0.008920899671468363,wizard_meta_td
irt,20,0.10550922415971709,wizard_meta_td
anchor,20,0.08478645438463472,wizard_meta_td
random,20,0.25892089967146836,wizard_meta_td
irt,20,0.018321961081627536,wizard_meta_td
anchor,20,0.17450088450846601,wizard_meta_td
random,20,0.008920899671468363,wizard_meta_td
irt,20,0.014278493808440595,wizard_meta_td
anchor,20,0.11005812484205213,wizard_meta_td
random,20,0.10892089967146834,wizard_meta_td
irt,20,0.03626484710639377,wizard_meta_td
anchor,20,0.07113975233762948,wizard_meta_td
random,20,0.15892089967146833,wizard_meta_td
irt,20,0.09186252211271173,wizard_meta_td
anchor,20,0.12749557745766998,wizard_meta_td
random,20,0.25892089967146836,wizard_meta_td
irt,20,0.15554713166540318,wizard_meta_td
anchor,20,0.005433409148344781,wizard_meta_td
random,20,0.008920899671468363,wizard_meta_td
irt,20,0.1340662117765984,wizard_meta_td
anchor,20,0.04839524892595404,wizard_meta_td
random,20,0.008920899671468363,wizard_meta_td
irt,20,0.09034622188526664,wizard_meta_td
anchor,20,0.014278493808440706,wizard_meta_td
random,30,0.07558756633813501,wizard_meta_td
irt,30,0.11157442506949716,wizard_meta_td
anchor,30,0.08200657063431893,wizard_meta_td
random,30,0.04225423300480169,wizard_meta_td
irt,30,0.06760171847359131,wizard_meta_td
anchor,30,0.11207985847864532,wizard_meta_td
random,30,0.07558756633813501,wizard_meta_td
irt,30,0.20836492292140496,wizard_meta_td
anchor,30,0.024892595400555884,wizard_meta_td
random,30,0.175587566338135,wizard_meta_td
irt,30,0.11738690927470286,wizard_meta_td
anchor,30,0.035001263583522846,wizard_meta_td
random,30,0.07558756633813501,wizard_meta_td
irt,30,0.016047510740459958,wizard_meta_td
anchor,30,0.01958554460449824,wizard_meta_td
random,30,0.14225423300480167,wizard_meta_td
irt,30,0.10828910791003266,wizard_meta_td
anchor,30,0.01806924437705315,wizard_meta_td
random,30,0.14225423300480167,wizard_meta_td
irt,30,0.009224159716957447,wizard_meta_td
anchor,30,0.045615365175638134,wizard_meta_td
random,30,0.10892089967146834,wizard_meta_td
irt,30,0.058251200404346615,wizard_meta_td
anchor,30,0.06002021733636598,wizard_meta_td
random,30,0.024412433661864963,wizard_meta_td
irt,30,0.17450088450846613,wizard_meta_td
anchor,30,0.06204195097295917,wizard_meta_td
random,30,0.04225423300480169,wizard_meta_td
irt,30,0.16742481678038912,wizard_meta_td
anchor,30,0.140889562800101,wizard_meta_td
random,50,0.031079100328531672,wizard_meta_td
irt,50,0.02792519585544584,wizard_meta_td
anchor,50,0.06431640131412686,wizard_meta_td
random,50,0.011079100328531655,wizard_meta_td
irt,50,0.040055597675006216,wizard_meta_td
anchor,50,0.09919130654536257,wizard_meta_td
random,50,0.08892089967146832,wizard_meta_td
irt,50,0.016805660854182558,wizard_meta_td
anchor,50,0.04258276472074818,wizard_meta_td
random,50,0.0689208996714683,wizard_meta_td
irt,50,0.019838261309072625,wizard_meta_td
anchor,50,0.009982309830679825,wizard_meta_td
random,50,0.10892089967146834,wizard_meta_td
irt,50,0.06431640131412675,wizard_meta_td
anchor,50,0.003917108920899803,wizard_meta_td
random,50,0.04892089967146829,wizard_meta_td
irt,50,0.049153399039676415,wizard_meta_td
anchor,50,0.004675259034622181,wizard_meta_td
random,50,0.10892089967146834,wizard_meta_td
irt,50,0.01124589335355064,wizard_meta_td
anchor,50,0.03727571392469042,wizard_meta_td
random,50,0.04892089967146829,wizard_meta_td
irt,50,0.042330048016173794,wizard_meta_td
anchor,50,0.0766995198382614,wizard_meta_td
random,50,0.031079100328531672,wizard_meta_td
irt,50,0.14493303007328795,wizard_meta_td
anchor,50,0.05926206722264338,wizard_meta_td
random,50,0.011079100328531655,wizard_meta_td
irt,50,0.0013899418751578407,wizard_meta_td
anchor,50,0.028936062673742713,wizard_meta_td
random,100,0.011079100328531655,wizard_meta_td
irt,100,0.029694212787465424,wizard_meta_td
anchor,100,0.0029062421026029295,wizard_meta_td
random,100,0.03892089967146839,wizard_meta_td
irt,100,0.05976750063179159,wizard_meta_td
anchor,100,0.06659085165529433,wizard_meta_td
random,100,0.09892089967146833,wizard_meta_td
irt,100,0.10550922415971709,wizard_meta_td
anchor,100,0.103992923932272,wizard_meta_td
random,100,0.008920899671468363,wizard_meta_td
irt,100,0.03424311346980047,wizard_meta_td
anchor,100,0.02362901187768518,wizard_meta_td
random,100,0.12892089967146836,wizard_meta_td
irt,100,0.054713166540308444,wizard_meta_td
anchor,100,0.046373515289360734,wizard_meta_td
random,100,0.04892089967146829,wizard_meta_td
irt,100,0.04384634824361866,wizard_meta_td
anchor,100,0.04182461460702547,wizard_meta_td
random,100,0.04892089967146829,wizard_meta_td
irt,100,0.036517563810968046,wizard_meta_td
anchor,100,0.020596411422795224,wizard_meta_td
random,100,0.03892089967146839,wizard_meta_td
irt,100,0.0016426585797323368,wizard_meta_td
anchor,100,0.05066969926712139,wizard_meta_td
random,100,0.0689208996714683,wizard_meta_td
irt,100,0.029441496082890817,wizard_meta_td
anchor,100,0.04763709881223155,wizard_meta_td
random,100,0.04107910032853168,wizard_meta_td
irt,100,0.021101844831943217,wizard_meta_td
anchor,100,0.008466009603234848,wizard_meta_td
