lang,n_samples,accuracy,estimate_method,iter,diff
romanian,10,0.0985475260703306,pirt,1,0.285076431473263
romanian,10,0.18964770909762055,pirt,2,0.19397624844597308
romanian,15,0.49781252936565806,pirt,1,0.11418857182206443
romanian,10,0.41216713007925143,pirt,3,0.0285431725356578
romanian,10,0.22477726773461512,pirt,4,0.1588466898089785
romanian,15,0.09135503027895096,pirt,0,0.29226892726464265
romanian,10,0.10335527584744572,pirt,5,0.28026868169614794
romanian,10,0.14951648876783766,pirt,6,0.23410746877575597
romanian,10,0.0356206712774945,pirt,9,0.3480032862660991
romanian,15,0.331275053589671,pirt,6,0.05234890395392261
german,100,0.37438347968781693,pirt,4,0.009240477855776696
german,100,0.4250063664570743,pirt,3,0.04138240891348066
romanian,15,0.29038818104137254,pirt,7,0.09323577650222109
german,50,0.37279129824720264,pirt,0,0.01083265929639099
romanian,20,0.3310562788891545,pirt,4,0.05256767865443912
german,50,0.4498387302360058,pirt,1,0.06621477269241216
german,50,0.3399429751924527,pirt,2,0.04368098235114093
romanian,20,0.2711461843922886,pirt,3,0.11247777315130503
german,50,0.4042977064123646,pirt,3,0.02067374886877099
romanian,20,0.30801790882998514,pirt,2,0.07560604871360849
german,50,0.45880320533695723,pirt,4,0.0751792477933636
german,50,0.3616046994060936,pirt,5,0.022019258137500053
german,15,0.3082172957253683,pirt,4,0.0754066618182253
romanian,20,0.37544963276577736,pirt,1,0.008174324777816266
german,50,0.37903659292581543,pirt,7,0.0045873646177782
romanian,20,0.28941602623296425,pirt,0,0.09420793131062938
german,50,0.41933078313984995,pirt,8,0.03570682559625632
romanian,15,0.18086133276204502,pirt,9,0.2027626247815486
german,50,0.26691301946767537,pirt,9,0.11671093807591826
german,100,0.4251798748840871,pirt,0,0.041555917340493465
german,100,0.3284395679216695,pirt,1,0.055184389621924124
romanian,15,0.2680838256091644,pirt,8,0.11554013193442925
german,100,0.3700177962068962,pirt,2,0.013606161336697453
german,50,0.42619239433331413,pirt,6,0.0425684367897205
romanian,50,0.4902651817488123,pirt,1,0.10664122420521865
romanian,10,0.008971211239022,pirt,8,0.3746527463045716
german,15,0.33925998349681286,pirt,3,0.044363974046780774
spanish,100,0.4808885634672275,pirt,7,0.06497951841298477
romanian,100,0.3069072993475501,pirt,2,0.07671665819604351
spanish,100,0.5574009765905092,pirt,8,0.011532894710296948
italian,15,0.3610619297605894,pirt,5,0.1052003901787586
spanish,100,0.6072610378504549,pirt,9,0.061392955970242635
romanian,100,0.38024951231326287,pirt,1,0.003374445230330758
italian,15,0.5049554978467837,pirt,4,0.03869317790743576
romanian,100,0.31619035495268266,pirt,0,0.06743360259091097
italian,15,0.601717513442345,pirt,3,0.13545519350299706
german,10,0.6469631536084318,pirt,1,0.2633391960648382
german,10,0.2891956508011788,pirt,2,0.09442830674241481
italian,15,0.35378099043040406,pirt,2,0.1124813295089439
romanian,50,0.35804428198082594,pirt,9,0.02557967556276769
german,10,0.1742588540364093,pirt,3,0.20936510350718432
romanian,50,0.3449550270863809,pirt,8,0.0386689304572127
italian,15,0.3018040472082705,pirt,1,0.1644582727310775
german,10,0.30372809470703643,pirt,4,0.0798958628365572
italian,15,0.6671726037319392,pirt,6,0.20091028379259124
romanian,100,0.3476611327148086,pirt,3,0.035962824828785045
spanish,100,0.46500524623491585,pirt,6,0.08086283564529645
dutch,20,0.46457729721498386,pirt,5,0.08929299092233794
spanish,50,0.5495493577958793,pirt,8,0.003681275915667026
italian,20,0.21966958085935556,pirt,2,0.2465927390799924
spanish,50,0.40397776306852295,pirt,9,0.14189031881168934
romanian,100,0.38587589345449325,pirt,8,0.002251935910899616
spanish,100,0.46594854976461547,pirt,0,0.07991953211559683
italian,20,0.43346245402825834,pirt,1,0.03279986591108963
romanian,100,0.2945242274172509,pirt,7,0.08909973012634276
spanish,100,0.4731556565980592,pirt,1,0.0727124252821531
romanian,50,0.4014123208103145,pirt,7,0.017788363266720897
italian,20,0.3406128625969112,pirt,0,0.12564945734243677
romanian,100,0.38862293963200795,pirt,6,0.004998982088414317
italian,15,0.2690089761260858,pirt,9,0.19725334381326215
spanish,100,0.563472279111865,pirt,3,0.01760419723165274
romanian,100,0.3369238696220928,pirt,5,0.04670008792150082
spanish,100,0.45657158766675104,pirt,4,0.08929649421346125
italian,15,0.11840171800966273,pirt,8,0.34786060192968526
romanian,100,0.42955957145209167,pirt,4,0.04593561390849804
spanish,100,0.4597419807314406,pirt,5,0.08612610114877167
spanish,100,0.5301935830362762,pirt,2,0.015674498843936124
italian,15,0.3277126095794197,pirt,0,0.13854971035992825
german,10,0.5338715478647417,pirt,0,0.15024759032114804
german,10,0.3708971051825859,pirt,5,0.012726852361007734
italian,10,0.4202475751934521,pirt,4,0.04601474474589584
romanian,50,0.4045015788462792,pirt,2,0.020877621302685556
german,15,0.5336770808430193,pirt,2,0.15005312329942572
italian,10,0.2158785685462675,pirt,5,0.25038375139308044
german,15,0.26011956108749684,pirt,1,0.12350439645609679
romanian,50,0.44551711268455507,pirt,3,0.06189315514096144
italian,10,0.47334034469969644,pirt,6,0.007078024760348467
german,15,0.17452385401291248,pirt,0,0.20910010353068115
romanian,50,0.3693489395217495,pirt,4,0.01427501802184411
italian,10,0.5840431506183709,pirt,7,0.1177808306790229
german,10,0.20118908652581455,pirt,8,0.18243487101777908
italian,10,0.3652648907948156,pirt,8,0.10099742914453236
romanian,50,0.4052522483854911,pirt,5,0.02162829084189749
german,10,0.08501500831012344,pirt,7,0.2986089492334702
romanian,50,0.3420248739799981,pirt,6,0.04159908356359554
german,10,0.24681862517889358,pirt,9,0.13680533236470005
italian,10,0.549954125999707,pirt,9,0.08369180606035909
german,10,0.4220178786382639,pirt,6,0.03839392109467027
romanian,20,0.20342197593703348,gpirt,7,0.18020198160656015
dutch,100,0.4570680442807913,gpirt,1,0.08178373798814537
romanian,50,0.3508481994231396,gpirt,2,0.032775758120454024
dutch,30,0.5279561360026755,gpirt,4,0.15267182971002963
romanian,15,0.4265411985469677,gpirt,4,0.042917241003374074
romanian,30,0.18017763038031048,gpirt,2,0.20344632716328315
dutch,100,0.4523668933411065,gpirt,0,0.0770825870484606
dutch,20,0.4778407379513768,gpirt,7,0.1025564316587309
romanian,15,0.27951945841549297,gpirt,5,0.10410449912810066
romanian,100,0.375888394816004,gpirt,6,0.007735562727589629
romanian,100,0.3598948098110464,gpirt,5,0.02372914773254725
romanian,20,0.44314308157638493,gpirt,9,0.059519124032791304
romanian,15,0.3324305467948355,gpirt,6,0.051193410748758106
dutch,50,0.45244488738431154,gpirt,9,0.07716058109166563
dutch,50,0.40148198615192904,gpirt,0,0.02619767985928312
dutch,30,0.39377189467366713,gpirt,7,0.018487588381021214
romanian,30,0.38015516233157054,gpirt,8,0.0034687952120230903
romanian,15,0.36899049204223455,gpirt,3,0.014633465501359078
romanian,30,0.3300088436862685,gpirt,9,0.05361511385732515
dutch,20,0.3792936137555434,gpirt,6,0.00400930746289746
romanian,10,0.015478780619511,gpirt,8,0.3681451769240826
dutch,20,0.42334248360749194,gpirt,5,0.04805817731484602
dutch,30,0.5316594382831306,gpirt,2,0.15637513199048464
romanian,10,0.02880351063874725,gpirt,9,0.3548204469048464
romanian,100,0.37527302172724664,gpirt,8,0.008350935816346994
dutch,100,0.3931824903617366,gpirt,3,0.01789818406909066
romanian,50,0.4112405376525902,gpirt,0,0.02761658010899659
dutch,30,0.3018319709958711,gpirt,5,0.0734523352967748
romanian,15,0.09344097013947547,gpirt,0,0.2901829874041182
dutch,50,0.4154611271324134,gpirt,1,0.04017682083976748
romanian,100,0.31860401370862546,gpirt,7,0.06501994383496817
romanian,15,0.448299739682829,gpirt,1,0.06467578213923536
dutch,30,0.5151712679227936,gpirt,6,0.13988696163014763
dutch,100,0.44155679037871826,gpirt,2,0.06627248408607234
romanian,50,0.35650599040515724,gpirt,7,0.027117967138436394
romanian,30,0.3000203927396685,gpirt,0,0.08360356480392511
romanian,15,0.19988054971755131,gpirt,2,0.18374340782604232
romanian,15,0.26308643052068625,gpirt,7,0.12053752702290738
romanian,100,0.4058335857260459,gpirt,4,0.022209628182452257
romanian,30,0.39754836849332764,gpirt,7,0.013924410949734012
romanian,50,0.4134332813422775,gpirt,3,0.029809323798683895
romanian,20,0.28445652882499683,gpirt,8,0.0991674287185968
romanian,20,0.2549817371961443,gpirt,3,0.12864222034744932
dutch,50,0.5407332898084956,gpirt,5,0.16544898351584963
dutch,30,0.3320224979432268,gpirt,1,0.04326180834941912
romanian,100,0.3290580024763413,gpirt,0,0.054565955067252314
dutch,30,0.5700365796841261,gpirt,9,0.1947522733914802
romanian,20,0.3273931894445773,gpirt,4,0.05623076809901634
romanian,100,0.4156743811566314,gpirt,1,0.03205042361303778
romanian,50,0.36757381587440613,gpirt,1,0.0160501416691875
romanian,20,0.21344763265747158,gpirt,5,0.17017632488612205
dutch,50,0.439675449073495,gpirt,4,0.06439114278084906
romanian,30,0.37356900611650323,gpirt,4,0.010054951427090397
dutch,30,0.5207802624527875,gpirt,0,0.1454959561601416
romanian,20,0.3851562072419778,gpirt,6,0.0015322496983841694
romanian,50,0.34808959099041303,gpirt,9,0.035534366553180596
dutch,50,0.35750478697773713,gpirt,3,0.017779519314908787
romanian,50,0.39216362419274553,gpirt,5,0.0085396666491519
romanian,30,0.26461499283183065,gpirt,5,0.11900896471176298
romanian,20,0.3048808294149926,gpirt,2,0.07874312812860101
dutch,20,0.2953365950190387,gpirt,9,0.07994771127360722
romanian,15,0.2288106728045822,gpirt,8,0.15481328473901143
dutch,20,0.3981246266088017,gpirt,8,0.022840320316155793
dutch,50,0.34659913837588574,gpirt,8,0.02868516791676018
romanian,50,0.3809687735431905,gpirt,8,0.0026551840004031546
romanian,100,0.3277350163574043,gpirt,3,0.05588894118618931
romanian,15,0.1351615213810225,gpirt,9,0.24846243616257113
romanian,30,0.346549813577366,gpirt,1,0.03707414396622766
romanian,30,0.3584567690317836,gpirt,6,0.025167188511810046
dutch,50,0.4814854697512944,gpirt,2,0.1062011634586485
romanian,20,0.2679074081164821,gpirt,0,0.11571654942711151
dutch,50,0.4333716953216004,gpirt,7,0.058087389028954495
romanian,50,0.37042122476087475,gpirt,4,0.013202732782718885
romanian,100,0.32669092467377503,gpirt,2,0.0569330328698186
romanian,20,0.35489691638288867,gpirt,1,0.028727041160704958
dutch,30,0.4872782570207768,gpirt,3,0.1119939507281309
dutch,50,0.3742491224222396,gpirt,6,0.0010351838704062977
romanian,50,0.302551466989999,gpirt,6,0.08107249055359461
romanian,30,0.29206218250073696,gpirt,3,0.09156177504285667
dutch,30,0.5460854514736342,gpirt,8,0.17080114518098827
german,50,0.3290178964629077,gpirt,7,0.05460606108068594
romanian,10,0.12291861172612652,gpirt,7,0.2607053458174671
german,10,0.15092297415506173,gpirt,7,0.2327009833885319
spanish,30,0.45443517330452887,gpirt,1,0.09143290857568342
spanish,30,0.45016199815841607,gpirt,0,0.09570608372179623
german,10,0.28217149326290725,gpirt,8,0.10145246428068638
german,10,0.30081643758944676,gpirt,9,0.08280751995414687
spanish,20,0.4257096525165133,gpirt,9,0.12015842936369897
german,15,0.25215957700645625,gpirt,0,0.13146438053713738
spanish,20,0.5795427592712168,gpirt,8,0.03367467739100449
german,15,0.3283160305437484,gpirt,1,0.055307926999845214
german,15,0.6034571904215097,gpirt,2,0.21983323287791606
spanish,20,0.5671525022702905,gpirt,7,0.021284420390078163
spanish,20,0.6224172214073536,gpirt,6,0.07654913952714126
german,15,0.3739514467484064,gpirt,3,0.009672510795187217
german,15,0.3121829478626842,gpirt,4,0.07144100968090944
spanish,20,0.5908046491266359,gpirt,5,0.04493656724642359
german,15,0.34456112507075565,gpirt,5,0.03906283247283798
spanish,20,0.3353688893533185,gpirt,4,0.2104991925268938
german,15,0.13525332753623862,gpirt,6,0.24837063000735501
german,15,0.21090260378318448,gpirt,7,0.17272135376040915
spanish,20,0.529069472667036,gpirt,3,0.01679860921317633
spanish,20,0.4748453359743948,gpirt,2,0.07102274590581747
german,15,0.3365412430705905,gpirt,8,0.04708271447300311
german,15,0.3662338435674469,gpirt,9,0.017390113976146704
spanish,20,0.43518204989320153,gpirt,1,0.11068603198701077
german,20,0.29044241137440635,gpirt,0,0.09318154616918728
german,20,0.3047738748796269,gpirt,1,0.0788500826639667
spanish,20,0.4864764311230498,gpirt,0,0.05939165075716252
german,20,0.23216404579148636,gpirt,2,0.15145991175210727
german,20,0.385724208773349,gpirt,3,0.002100251229755379
german,10,0.47863592431913193,gpirt,6,0.0950119667755383
spanish,30,0.546274057347777,gpirt,2,0.00040597546756471203
german,10,0.40152133759129294,gpirt,5,0.017897380047699307
spanish,30,0.5756163955147278,gpirt,3,0.029748313634515466
spanish,50,0.5259422091605264,gpirt,6,0.019925872719685933
spanish,50,0.5731067138979398,gpirt,8,0.02723863201772747
spanish,50,0.530318530948757,gpirt,5,0.01554955093145527
spanish,50,0.45483191653426147,gpirt,9,0.09103616534595083
spanish,100,0.5024965998823078,gpirt,0,0.043371481997904526
spanish,50,0.5432434303414788,gpirt,4,0.00262465153873348
spanish,100,0.49283252829902957,gpirt,1,0.053035553581182726
spanish,50,0.6666862494662182,gpirt,3,0.12081816758600594
spanish,100,0.5592589915181381,gpirt,2,0.013390909637925774
spanish,50,0.4929267236297011,gpirt,2,0.05294135825051122
spanish,100,0.5831007645559325,gpirt,3,0.03723268267572022
spanish,50,0.49072101477772023,gpirt,1,0.055147067102492064
spanish,100,0.5171409438333755,gpirt,4,0.028727138046836798
spanish,100,0.4865047653657203,gpirt,5,0.059363316514492004
spanish,15,0.5776978628366107,gpirt,9,0.031829780956398435
spanish,50,0.6239811661602408,gpirt,0,0.0781130842800285
spanish,30,0.38645749715173144,gpirt,9,0.15941058472848085
spanish,100,0.5205807067336137,gpirt,7,0.025287375146598623
spanish,30,0.5687070402789606,gpirt,8,0.022838958398748277
spanish,100,0.5971234882952545,gpirt,8,0.051255406415042226
spanish,100,0.6121975689252275,gpirt,9,0.06632948704501518
spanish,30,0.5865358443391031,gpirt,7,0.04066776245889081
german,10,0.5220532889323708,gpirt,0,0.13842933138877717
spanish,30,0.545707258448364,gpirt,6,0.0001608234318483115
german,10,0.6388720268042158,gpirt,1,0.2552480692606222
spanish,30,0.39574101520338806,gpirt,5,0.15012706667682424
german,10,0.36559858040058946,gpirt,2,0.018025377143004173
spanish,30,0.41836557913780636,gpirt,4,0.12750250274240593
german,10,0.27856233201820463,gpirt,3,0.105061625525389
german,10,0.3713485073535182,gpirt,4,0.012275450190075421
spanish,100,0.4603266981174579,gpirt,6,0.08554138376275439
dutch,100,0.506596573940413,gpirt,4,0.1313122676477671
german,20,0.34815097049600086,gpirt,4,0.035472987047592774
german,20,0.4292017067488245,gpirt,5,0.04557774920523089
spanish,10,0.34950329052792084,gpirt,5,0.19636479135229146
german,50,0.38062821656992496,gpirt,8,0.00299574097366867
german,50,0.30252396973383766,gpirt,9,0.08109998780975597
german,100,0.4233556374420435,gpirt,0,0.03973167989844989
german,100,0.32987555896083476,gpirt,1,0.05374839858275887
german,100,0.3737882481034481,gpirt,2,0.009835709440145557
spanish,10,0.47656714043118803,gpirt,3,0.06930094144902427
german,100,0.4266805582285371,gpirt,3,0.04305660068494349
spanish,10,0.081676534325054,gpirt,2,0.4641915475551583
german,100,0.39644113984390844,gpirt,4,0.012817182300314811
german,100,0.4083839523374937,gpirt,5,0.024759994793900064
spanish,10,0.24414829860224252,gpirt,1,0.3017197832779698
german,100,0.3419766586114993,gpirt,6,0.041647298932094345
german,100,0.44703939707919294,gpirt,7,0.0634154395355993
spanish,10,0.38061313818098735,gpirt,0,0.16525494369922494
german,100,0.4556899167998153,gpirt,8,0.07206595925622167
german,100,0.38236989355226925,gpirt,9,0.0012540639913243834
dutch,100,0.40953999231676524,gpirt,9,0.034255686024119325
romanian,10,0.23609821386146748,gpirt,0,0.14752574368212615
dutch,100,0.38958478982055744,gpirt,8,0.014300483527911523
romanian,10,0.1209189480351653,gpirt,1,0.26270500950842834
romanian,10,0.1588875395488103,gpirt,2,0.22473641799478333
dutch,100,0.38492717239424507,gpirt,7,0.009642866101599146
romanian,10,0.3152571800396257,gpirt,3,0.06836677750396791
romanian,10,0.23558802386730754,gpirt,4,0.1480359336762861
dutch,100,0.335278143037663,gpirt,6,0.04000616325498291
romanian,10,0.14909992792372284,gpirt,5,0.2345240296198708
romanian,10,0.1623245793839188,gpirt,6,0.22129937815967482
dutch,100,0.447000541177825,gpirt,5,0.07171623488517909
spanish,50,0.5628775409609125,gpirt,7,0.017009459080700173
german,50,0.4056662971666571,gpirt,6,0.022042339623063456
spanish,10,0.4600392537530097,gpirt,6,0.0858288281272026
german,50,0.3468372047030468,gpirt,5,0.03678675284054683
german,20,0.5433153247797582,gpirt,6,0.15969136723616456
spanish,15,0.5727748793952063,gpirt,7,0.02690679751499403
german,20,0.35410376991297265,gpirt,7,0.029520187630620975
german,20,0.32156356916325357,gpirt,8,0.06206038838034006
spanish,15,0.598631301927394,gpirt,6,0.0527632200471817
german,20,0.41838800625207995,gpirt,9,0.03476404870848632
german,30,0.33897252877611006,gpirt,0,0.04465142876748357
spanish,15,0.6540815817980439,gpirt,5,0.10821349991783158
german,30,0.445307819158236,gpirt,1,0.061683861614642344
spanish,15,0.4131897267280302,gpirt,4,0.13267835515218207
german,30,0.2683949663861907,gpirt,2,0.11522899115740293
german,30,0.5018907489007056,gpirt,3,0.11826679135711199
spanish,15,0.5898041277915653,gpirt,3,0.04393604591135303
german,30,0.33231334482151387,gpirt,4,0.05131061272207976
spanish,15,0.3399052468620585,gpirt,8,0.20596283501815382
german,30,0.5366920786977278,gpirt,5,0.1530681211541342
german,30,0.4572147455165161,gpirt,6,0.07359078797292246
german,30,0.2693522220774452,gpirt,7,0.11427173546614844
spanish,15,0.5697325927102974,gpirt,1,0.023864510830085117
german,30,0.403353914130935,gpirt,8,0.01972995658734139
spanish,15,0.4552631754300633,gpirt,0,0.09060490645014901
german,30,0.44105351406960314,gpirt,9,0.057429556526009506
german,50,0.38465187412360136,gpirt,0,0.0010279165800077261
spanish,10,0.4355563844248388,gpirt,9,0.1103116974553735
german,50,0.4428874901180029,gpirt,1,0.05926353257440925
german,50,0.34282968759622634,gpirt,2,0.04079426994736729
spanish,10,0.33516668432348407,gpirt,8,0.21070139755672823
german,50,0.4049539782061823,gpirt,3,0.021330020662588656
german,50,0.4739049776684786,gpirt,4,0.09028102012488498
spanish,10,0.5715800468538701,gpirt,7,0.025711964973657797
spanish,15,0.48406411619230705,gpirt,2,0.06180396568790525
spanish,10,0.4570485548601799,gpirt,4,0.08881952702003237
romanian,100,0.3301905603449887,gpirt,9,0.053433397198604904
italian,10,0.513762907596726,gpirt,4,0.04750058765737808
italian,10,0.6347054303091855,gpirt,7,0.1684431103698375
italian,30,0.4198098695343865,gpirt,2,0.04645245040496149
dutch,15,0.38307671769012075,gpirt,3,0.00779241139747483
italian,50,0.5027904043014441,gpirt,5,0.03652808436209609
italian,50,0.3622840893275653,gpirt,6,0.10397823061178268
italian,10,0.39264002539740783,gpirt,8,0.07362229454194014
italian,30,0.4106518790045804,gpirt,1,0.05561044093476758
dutch,15,0.3786836232687446,gpirt,4,0.0033993169760986874
dutch,10,0.3955078546471965,gpirt,1,0.02022354835455059
italian,30,0.45730088928179724,gpirt,0,0.008961430657550729
italian,10,0.5312317929998536,gpirt,9,0.0649694730605056
dutch,15,0.49227185045043054,gpirt,5,0.11698754415778462
italian,50,0.42370022172710325,gpirt,0,0.042562098212244714
italian,20,0.4063746988410878,gpirt,9,0.05988762109826018
italian,15,0.29729072478970986,gpirt,0,0.1689715951496381
dutch,15,0.3824650010017616,gpirt,6,0.007180694709115698
dutch,10,0.179047885620654,gpirt,0,0.19623642067199193
italian,20,0.3372267247755513,gpirt,8,0.12903559516379665
italian,50,0.4249972127770012,gpirt,8,0.04126510716234677
italian,15,0.36697480360413526,gpirt,1,0.09928751633521271
dutch,15,0.3487535065632045,gpirt,7,0.026530799729441445
italian,100,0.39337178641700976,gpirt,9,0.07289053352233821
italian,20,0.5746580817037685,gpirt,7,0.10839576176442056
dutch,10,0.18666898325758133,gpirt,2,0.1886153230350646
italian,15,0.38803530021520205,gpirt,2,0.07822701972414592
italian,30,0.4129863508265651,gpirt,3,0.05327596911278287
italian,50,0.2928472561433978,gpirt,4,0.17341506379595018
italian,10,0.5897807755066252,gpirt,1,0.12351845556727725
dutch,10,0.42393127409578135,gpirt,7,0.04864696780313543
italian,30,0.46126378277810975,gpirt,9,0.0049985371612382146
italian,10,0.5970633042211624,gpirt,0,0.13080098428181441
dutch,10,0.4793582587221987,gpirt,5,0.10407395242955281
italian,30,0.29035511670549646,gpirt,8,0.1759072032338515
italian,50,0.3645560848193835,gpirt,1,0.10170623511996446
italian,10,0.5510815645783911,gpirt,2,0.08481924463904311
dutch,10,0.3255337646965352,gpirt,8,0.0497505415961107
italian,10,0.22793859643338307,gpirt,3,0.2383237235059649
italian,30,0.4018280795452064,gpirt,7,0.06443424039414158
italian,50,0.3989361268514974,gpirt,2,0.0673261930878506
dutch,10,0.29966348250662367,gpirt,9,0.07562082378602225
italian,30,0.38881855845841795,gpirt,6,0.07744376148093002
dutch,10,0.2773483124575938,gpirt,4,0.09793599383505214
dutch,15,0.48016761114908424,gpirt,0,0.10488330485643832
italian,50,0.3518740900583176,gpirt,3,0.11438822988103037
italian,30,0.5693340552488331,gpirt,5,0.1030717353094851
italian,10,0.25388317927313375,gpirt,5,0.21237914066621422
dutch,10,0.32378257473802274,gpirt,3,0.051501731554623176
dutch,15,0.38039211067724443,gpirt,1,0.005107804384598513
italian,30,0.48637709022861425,gpirt,4,0.02011477028926628
italian,10,0.4993691773498482,gpirt,6,0.033106857410500234
dutch,15,0.19554444043965952,gpirt,2,0.1797398658529864
italian,50,0.438546228510314,gpirt,9,0.027716091429033973
italian,50,0.44943496045056797,gpirt,7,0.016827359488780003
italian,20,0.42205188453184317,gpirt,6,0.0442104354075048
italian,100,0.47225791687951935,gpirt,1,0.005995596940171377
italian,20,0.5070872685312476,gpirt,3,0.04082494859189967
italian,100,0.39167025402050815,gpirt,7,0.07459206591883982
dutch,20,0.4507015629453812,gpirt,1,0.0754172566527353
italian,15,0.44588350488029466,gpirt,5,0.020378815059053312
dutch,15,0.6305596661706002,gpirt,8,0.2552753598779543
italian,20,0.22507361042967777,gpirt,2,0.2411887095096702
dutch,20,0.361355003962453,gpirt,2,0.013929302330192905
italian,15,0.6394998718659696,gpirt,6,0.1732375519266216
italian,15,0.5261699389233918,gpirt,4,0.05990761898404384
italian,100,0.5074792910936402,gpirt,6,0.04121697115429224
italian,100,0.37883205853191804,gpirt,3,0.08743026140742993
dutch,20,0.41960407888539386,gpirt,3,0.04431977259274794
italian,20,0.3609811762984556,gpirt,0,0.10528114364089236
italian,15,0.5878263005904303,gpirt,7,0.12156398065108232
dutch,20,0.41886261476855047,gpirt,4,0.04357830847590455
italian,100,0.39814970898444707,gpirt,5,0.0681126109549009
italian,15,0.19566787900483135,gpirt,8,0.2705944409345166
italian,15,0.3422376130630429,gpirt,9,0.12402470687630507
italian,100,0.4828804858875273,gpirt,4,0.01661816594817933
italian,20,0.4748813420141292,gpirt,1,0.008619022074781213
dutch,20,0.4990327361873916,gpirt,0,0.12374842989474566
italian,100,0.4581473660186478,gpirt,2,0.008114953920700163
dutch,10,0.2088239467031987,gpirt,6,0.16646035958944722
italian,20,0.5168367103147506,gpirt,5,0.05057439037540268
italian,100,0.3328274367147743,gpirt,0,0.13343488322457364
italian,100,0.42170731186485316,gpirt,8,0.044555008074494806
italian,20,0.4658858306681727,gpirt,4,0.0003764892711752843
dutch,15,0.5876423175260241,gpirt,9,0.21235801123337822
italian,15,0.5794789217211724,gpirt,3,0.11321660178182447
german,50,0.42619240527781127,mpirt,6,0.04256844773421764
spanish,10,0.39694386943089605,mpirt,8,0.14892421244931625
spanish,20,0.42153649884748395,mpirt,2,0.12433158303272834
german,20,0.30476714266380095,mpirt,1,0.07885681487979268
german,50,0.3616046820388967,mpirt,5,0.022019275504696956
italian,50,0.4593518121035991,mpirt,9,0.006910507835748869
german,30,0.46053757638572285,mpirt,9,0.07691361884212922
german,30,0.5343395223494358,mpirt,5,0.1507155648058422
italian,100,0.45931678466665854,mpirt,4,0.006945535272689429
spanish,20,0.5599905331160964,mpirt,3,0.01412245123588407
german,20,0.24561039228921658,mpirt,2,0.13801356525437705
italian,50,0.3413524657246869,mpirt,3,0.12490985421466105
italian,10,0.48048613049792577,mpirt,0,0.014223810558577799
german,30,0.3700999662951109,mpirt,8,0.013523991248482747
german,30,0.3272092785103171,mpirt,7,0.056414679033276516
spanish,20,0.4970411171354649,mpirt,5,0.0488269647447474
italian,50,0.34548821602139757,mpirt,1,0.1207741039179504
italian,10,0.6498075932283727,mpirt,1,0.1835452732890247
german,30,0.4610604559134055,mpirt,6,0.07743649836981187
spanish,15,0.42089998537861334,mpirt,4,0.12496809650159896
german,20,0.3020296332767383,mpirt,0,0.08159432426685531
spanish,15,0.635515850746319,mpirt,3,0.0896477688661067
spanish,20,0.3090603615056077,mpirt,4,0.23680772037460462
italian,100,0.3025010063224531,mpirt,0,0.1637613136168949
spanish,10,0.6017674592970342,mpirt,7,0.05589937741682194
german,50,0.4193307999134572,mpirt,8,0.035706842369863545
german,50,0.3790365962120012,mpirt,7,0.004587361331592432
italian,50,0.3937782639550597,mpirt,2,0.07248405598428825
german,15,0.3004965837598664,mpirt,9,0.08312737378372725
german,20,0.3039299056048883,mpirt,3,0.07969405193870532
german,30,0.4834891127108665,mpirt,1,0.09986515516727285
spanish,20,0.455242166845747,mpirt,1,0.09062591503446532
german,50,0.3727912961057608,mpirt,0,0.010832661437832847
german,50,0.44983881002997506,mpirt,1,0.06621485248638143
italian,50,0.49932491608326096,mpirt,7,0.03306259614391299
german,30,0.2499487868540987,mpirt,2,0.13367517068949494
spanish,15,0.5258435013517427,mpirt,7,0.02002458052846956
spanish,15,0.6157202380511344,mpirt,6,0.06985215617092211
german,30,0.353327639418913,mpirt,0,0.030296318124680643
spanish,15,0.5187258568392573,mpirt,1,0.02714222504095498
italian,100,0.4683976524079524,mpirt,1,0.002135332468604423
german,20,0.42850243214794614,mpirt,9,0.044878474604352514
spanish,15,0.34019460885835767,mpirt,8,0.20567347302185462
german,20,0.3174370808198997,mpirt,8,0.06618687672369394
italian,50,0.37506101248070545,mpirt,6,0.09120130745864252
italian,50,0.3981370510368354,mpirt,8,0.06812526890251258
italian,100,0.32627675393864997,mpirt,3,0.139985566000698
italian,100,0.4219809660136432,mpirt,2,0.04428135392570476
spanish,15,0.48678574295467264,mpirt,2,0.05908233892553966
german,50,0.3399429423473663,mpirt,2,0.04368101519622736
german,20,0.25464751921497636,mpirt,7,0.12897643832861727
spanish,15,0.4208801903927003,mpirt,0,0.12498789148751199
german,20,0.5392504491631968,mpirt,6,0.15562649161960312
italian,50,0.5173321972698167,mpirt,5,0.05106987733046875
german,50,0.4588032106222273,mpirt,4,0.07517925307863366
german,30,0.4943046690734834,mpirt,3,0.11068071152988979
spanish,20,0.47704927319674384,mpirt,0,0.06881880868346846
german,30,0.2844418036314699,mpirt,4,0.0991821539121237
spanish,15,0.6802720111960814,mpirt,5,0.1344039293158691
german,20,0.475302611861751,mpirt,5,0.09167865431815736
spanish,10,0.4446107995346439,mpirt,9,0.10125728234556841
german,20,0.34261271875215926,mpirt,4,0.04101123879143437
spanish,15,0.5549953647951116,mpirt,9,0.009127282914899282
italian,50,0.29380673353188236,mpirt,4,0.1724555864074656
italian,10,0.26967628871708565,mpirt,5,0.19658603122226231
spanish,20,0.6209029364896385,mpirt,6,0.07503485460942616
italian,20,0.5837634550044181,mpirt,5,0.1175011350650701
