merge,n_samples,accuracy,estimate_method,iter,diff
arithmo_meta_slerp,15,0.7269629551554692,gmpirt,3,0.014301848256303096
arithmo_meta_slerp,15,0.7429871100000002,irt,3,0.03032600310083411
arithmo_meta_slerp,15,0.6624369650827632,pirt,3,0.05022414181640289
arithmo_meta_slerp,15,0.7027120375413817,gpirt,3,0.00994906935778439
arithmo_meta_slerp,15,0.7341527274867334,mpirt,4,0.021491620587567373
arithmo_meta_slerp,15,0.8218347099999999,rc,4,0.1091736031008338
arithmo_meta_slerp,15,0.7779937187433666,gmpirt,4,0.06533261184420058
arithmo_meta_slerp,15,0.8218347099999999,irt,4,0.1091736031008338
arithmo_meta_slerp,15,0.6962484235752461,pirt,4,0.016412683323919985
arithmo_meta_slerp,15,0.7590415667876229,gpirt,4,0.04638045988845685
arithmo_meta_slerp,15,0.6236522002739835,mpirt,5,0.08900890662518257
arithmo_meta_slerp,15,0.6679302500000001,rc,5,0.044730856899166005
arithmo_meta_slerp,15,0.6457912251369917,gmpirt,5,0.06686988176217434
arithmo_meta_slerp,15,0.6679302500000001,irt,5,0.044730856899166005
arithmo_meta_slerp,15,0.6946148026774401,pirt,5,0.01804630422172593
arithmo_meta_slerp,15,0.68127252633872,gpirt,5,0.03138858056044602
arithmo_meta_slerp,15,0.39464656920106683,mpirt,6,0.31801453769809923
arithmo_meta_slerp,15,0.57088703,rc,6,0.1417740768991661
arithmo_meta_slerp,15,0.48276679960053337,gmpirt,6,0.2298943072986327
arithmo_meta_slerp,15,0.57088703,irt,6,0.1417740768991661
arithmo_meta_slerp,15,0.5841247174801453,pirt,6,0.1285363894190208
arithmo_meta_slerp,15,0.5775058737400727,gpirt,6,0.1351552331590934
arithmo_meta_slerp,15,0.5196202940756605,mpirt,7,0.1930408128235056
arithmo_meta_slerp,15,0.60045489,rc,7,0.1122062168991661
arithmo_meta_slerp,15,0.5600375920378302,gmpirt,7,0.15262351486133585
arithmo_meta_slerp,15,0.60045489,irt,7,0.1122062168991661
arithmo_meta_slerp,15,0.5751831492012748,pirt,7,0.13747795769789128
arithmo_meta_slerp,15,0.5878190196006374,gpirt,7,0.12484208729852864
arithmo_meta_slerp,15,0.6649138613229454,mpirt,8,0.047747245576220676
arithmo_meta_slerp,15,0.81880212,rc,8,0.1061410131008339
arithmo_meta_slerp,15,0.7418579906614726,gmpirt,8,0.029196883762306558
arithmo_meta_slerp,15,0.81880212,irt,8,0.1061410131008339
arithmo_meta_slerp,15,0.7220051582955369,pirt,8,0.009344051396370845
arithmo_meta_slerp,15,0.7704036391477684,gpirt,8,0.057742532248602374
arithmo_meta_slerp,15,0.6102853226980445,mpirt,9,0.10237578420112159
arithmo_meta_slerp,15,0.7990902200000001,rc,9,0.08642911310083401
arithmo_meta_slerp,15,0.7046877713490223,gmpirt,9,0.00797333555014379
arithmo_meta_slerp,15,0.7990902200000001,irt,9,0.08642911310083401
arithmo_meta_slerp,15,0.6269654846282011,pirt,9,0.08569562227096494
arithmo_meta_slerp,15,0.7130278523141006,gpirt,9,0.00036674541493453283
arithmo_meta_slerp,20,0.5331169864311963,mpirt,0,0.17954412046796975
arithmo_meta_slerp,20,0.7740712799999999,rc,0,0.061410173100833854
arithmo_meta_slerp,20,0.6535941332155981,gmpirt,0,0.05906697368356795
arithmo_meta_slerp,20,0.7740712799999999,irt,0,0.061410173100833854
arithmo_meta_slerp,20,0.7329341103774626,pirt,0,0.020273003478296525
arithmo_meta_slerp,20,0.7535026951887313,gpirt,0,0.04084158828956519
arithmo_meta_slerp,20,0.556033512706547,mpirt,1,0.15662759419261907
arithmo_meta_slerp,20,0.6679302599999999,rc,1,0.04473084689916618
arithmo_meta_slerp,20,0.6119818863532734,gmpirt,1,0.10067922054589262
arithmo_meta_slerp,20,0.6679302599999999,irt,1,0.04473084689916618
arithmo_meta_slerp,20,0.5535787104452562,pirt,1,0.15908239645390987
arithmo_meta_slerp,20,0.6107544852226281,gpirt,1,0.10190662167653797
arithmo_meta_slerp,20,0.4228714309234858,mpirt,2,0.2897896759756803
arithmo_meta_slerp,20,0.62547387,rc,2,0.08718723689916608
arithmo_meta_slerp,20,0.5241726504617429,gmpirt,2,0.18848845643742318
arithmo_meta_slerp,20,0.62547387,irt,2,0.08718723689916608
arithmo_meta_slerp,20,0.45740872779836744,pirt,2,0.2552523791007986
arithmo_meta_slerp,20,0.5414412988991837,gpirt,2,0.17121980799998238
arithmo_meta_slerp,20,0.492906273393321,mpirt,3,0.21975483350584507
arithmo_meta_slerp,20,0.6398787199999999,rc,3,0.07278238689916616
arithmo_meta_slerp,20,0.5663924966966605,gmpirt,3,0.1462686102025056
arithmo_meta_slerp,20,0.6398787199999999,irt,3,0.07278238689916616
arithmo_meta_slerp,20,0.6007203361242852,pirt,3,0.11194077077488085
arithmo_meta_slerp,20,0.6202995280621426,gpirt,3,0.09236157883702345
arithmo_meta_slerp,20,0.6432332585991264,mpirt,4,0.06942784830003967
arithmo_meta_slerp,20,0.79378319,rc,4,0.08112208310083391
arithmo_meta_slerp,20,0.7185082242995632,gmpirt,4,0.005847117400397117
arithmo_meta_slerp,20,0.79378319,irt,4,0.08112208310083391
arithmo_meta_slerp,20,0.3973664181998335,pirt,4,0.3152946886993326
arithmo_meta_slerp,20,0.5955748040999167,gpirt,4,0.11708630279924936
arithmo_meta_slerp,20,0.5738495690360392,mpirt,5,0.13881153786312683
arithmo_meta_slerp,20,0.7081122300000001,rc,5,0.004548876899165943
arithmo_meta_slerp,20,0.6409808995180197,gmpirt,5,0.07168020738114633
arithmo_meta_slerp,20,0.7081122300000001,irt,5,0.004548876899165943
arithmo_meta_slerp,20,0.5160788283632691,pirt,5,0.19658227853589694
arithmo_meta_slerp,20,0.6120955291816346,gpirt,5,0.1005655777175315
arithmo_meta_slerp,20,0.5778211670825406,mpirt,6,0.13483993981662545
arithmo_meta_slerp,20,0.6853677300000001,rc,6,0.027293376899166
arithmo_meta_slerp,20,0.6315944485412703,gmpirt,6,0.08106665835789573
arithmo_meta_slerp,20,0.6853677300000001,irt,6,0.027293376899166
arithmo_meta_slerp,20,0.5864104682295765,pirt,6,0.12625063866958952
arithmo_meta_slerp,20,0.6358890991147883,gpirt,6,0.07677200778437776
arithmo_meta_slerp,20,0.5881444179441293,mpirt,7,0.12451668895503676
arithmo_meta_slerp,20,0.68991663,rc,7,0.022744476899166033
arithmo_meta_slerp,20,0.6390305239720646,gmpirt,7,0.07363058292710145
arithmo_meta_slerp,20,0.68991663,irt,7,0.022744476899166033
arithmo_meta_slerp,20,0.6047571260004633,pirt,7,0.10790398089870279
arithmo_meta_slerp,20,0.6473368780002317,gpirt,7,0.06532422889893441
arithmo_meta_slerp,20,0.7082764645057003,mpirt,8,0.00438464239346581
arithmo_meta_slerp,20,0.76194089,rc,8,0.04927978310083392
arithmo_meta_slerp,20,0.7351086772528501,gmpirt,8,0.022447570353684054
arithmo_meta_slerp,20,0.76194089,irt,8,0.04927978310083392
arithmo_meta_slerp,20,0.5544566155870788,pirt,8,0.15820449131208725
arithmo_meta_slerp,20,0.6581987527935393,gpirt,8,0.05446235410562672
arithmo_meta_slerp,20,0.5346226478884438,mpirt,9,0.17803845901072224
arithmo_meta_slerp,20,0.7763457399999999,rc,9,0.06368463310083383
arithmo_meta_slerp,20,0.6554841939442219,gmpirt,9,0.0571769129549442
arithmo_meta_slerp,20,0.7763457399999999,irt,9,0.06368463310083383
arithmo_meta_slerp,20,0.5335537537999279,pirt,9,0.1791073530992382
arithmo_meta_slerp,20,0.6549497468999639,gpirt,9,0.05771135999920218
arithmo_meta_slerp,30,0.5842402178244839,mpirt,0,0.1284208890746822
arithmo_meta_slerp,30,0.68385141,rc,0,0.028809696899166015
arithmo_meta_slerp,30,0.634045813912242,gmpirt,0,0.07861529298692405
arithmo_meta_slerp,30,0.68385141,irt,0,0.028809696899166015
arithmo_meta_slerp,30,0.5765022101476179,pirt,0,0.13615889675154813
arithmo_meta_slerp,30,0.630176810073809,gpirt,0,0.08248429682535707
arithmo_meta_slerp,30,0.6757565017868773,mpirt,1,0.03690460511228877
arithmo_meta_slerp,30,0.8188021200000001,rc,1,0.10614101310083401
arithmo_meta_slerp,30,0.7472793108934387,gmpirt,1,0.03461820399427262
arithmo_meta_slerp,30,0.8188021200000001,irt,1,0.10614101310083401
arithmo_meta_slerp,30,0.6763629213456214,pirt,1,0.03629818555354469
arithmo_meta_slerp,30,0.7475825206728107,gpirt,1,0.03492141377364466
arithmo_meta_slerp,30,0.5347073959645104,mpirt,2,0.17795371093465562
arithmo_meta_slerp,30,0.7308567399999999,rc,2,0.01819563310083383
arithmo_meta_slerp,30,0.6327820679822551,gmpirt,2,0.07987903891691095
arithmo_meta_slerp,30,0.7308567399999999,irt,2,0.01819563310083383
arithmo_meta_slerp,30,0.5153944347216464,pirt,2,0.1972666721775197
arithmo_meta_slerp,30,0.6231255873608231,gpirt,2,0.08953551953834293
arithmo_meta_slerp,30,0.6516066105633255,mpirt,3,0.06105449633584059
arithmo_meta_slerp,30,0.75360121,rc,3,0.04094010310083396
arithmo_meta_slerp,30,0.7026039102816628,gmpirt,3,0.010057196617503261
arithmo_meta_slerp,30,0.75360121,irt,3,0.04094010310083396
arithmo_meta_slerp,30,0.5610502194899891,pirt,3,0.15161088740917694
arithmo_meta_slerp,30,0.6573257147449946,gpirt,3,0.05533539215417149
arithmo_meta_slerp,30,0.7347303799064346,mpirt,4,0.022069273007268575
arithmo_meta_slerp,30,0.78771799,rc,4,0.07505688310083392
arithmo_meta_slerp,30,0.7612241849532173,gmpirt,4,0.048563078054051245
arithmo_meta_slerp,30,0.78771799,irt,4,0.07505688310083392
arithmo_meta_slerp,30,0.6878617870766741,pirt,4,0.02479931982249195
arithmo_meta_slerp,30,0.737789888538337,gpirt,4,0.025128781639170983
arithmo_meta_slerp,30,0.5815127832934803,mpirt,5,0.13114832360568573
arithmo_meta_slerp,30,0.7187263399999999,rc,5,0.0060652331008338445
arithmo_meta_slerp,30,0.6501195616467401,gmpirt,5,0.06254154525242595
arithmo_meta_slerp,30,0.7187263399999999,irt,5,0.0060652331008338445
arithmo_meta_slerp,30,0.5267218950686362,pirt,5,0.18593921183052986
arithmo_meta_slerp,30,0.6227241175343181,gpirt,5,0.08993698936484795
arithmo_meta_slerp,30,0.6104484846072668,mpirt,6,0.10221262229189931
arithmo_meta_slerp,30,0.727066,rc,6,0.014404893100833926
arithmo_meta_slerp,30,0.6687572423036334,gmpirt,6,0.04390386459553264
arithmo_meta_slerp,30,0.727066,irt,6,0.014404893100833926
arithmo_meta_slerp,30,0.5191151901768936,pirt,6,0.1935459167222725
arithmo_meta_slerp,30,0.6230905950884468,gpirt,6,0.08957051181071929
arithmo_meta_slerp,30,0.6311518542575325,mpirt,7,0.08150925264163356
arithmo_meta_slerp,30,0.75890828,rc,7,0.04624717310083393
arithmo_meta_slerp,30,0.6950300671287662,gmpirt,7,0.017631039770399815
arithmo_meta_slerp,30,0.75890828,irt,7,0.04624717310083393
arithmo_meta_slerp,30,0.6052898667084031,pirt,7,0.10737124019076294
arithmo_meta_slerp,30,0.6820990733542016,gpirt,7,0.03056203354496445
arithmo_meta_slerp,30,0.6549835603379246,mpirt,8,0.057677546561241466
arithmo_meta_slerp,30,0.78392722,rc,8,0.07126611310083397
arithmo_meta_slerp,30,0.7194553901689623,gmpirt,8,0.006794283269796253
arithmo_meta_slerp,30,0.78392722,irt,8,0.07126611310083397
arithmo_meta_slerp,30,0.5357012943827544,pirt,8,0.17695981251641169
arithmo_meta_slerp,30,0.6598142571913772,gpirt,8,0.05284684970778886
arithmo_meta_slerp,30,0.6046764422265312,mpirt,9,0.1079846646726349
arithmo_meta_slerp,30,0.7361637699999999,rc,9,0.02350266310083382
arithmo_meta_slerp,30,0.6704201061132655,gmpirt,9,0.04224100078590054
arithmo_meta_slerp,30,0.7361637699999999,irt,9,0.02350266310083382
arithmo_meta_slerp,30,0.5772418476485577,pirt,9,0.13541925925060838
arithmo_meta_slerp,30,0.6567028088242788,gpirt,9,0.05595829807488728
arithmo_meta_slerp,50,0.6276343879241608,mpirt,0,0.08502671897500524
arithmo_meta_slerp,50,0.72100068,rc,0,0.008339573100833886
arithmo_meta_slerp,50,0.6743175339620804,gmpirt,0,0.03834357293708568
arithmo_meta_slerp,50,0.72100068,irt,0,0.008339573100833886
arithmo_meta_slerp,50,0.6697392889134167,pirt,0,0.042921817985749344
arithmo_meta_slerp,50,0.6953699844567083,gpirt,0,0.017291122442457785
arithmo_meta_slerp,50,0.6101134224677975,mpirt,1,0.10254768443136852
arithmo_meta_slerp,50,0.6952235800000001,rc,1,0.017437526899166
arithmo_meta_slerp,50,0.6526685012338989,gmpirt,1,0.05999260566526721
arithmo_meta_slerp,50,0.6952235800000001,irt,1,0.017437526899166
arithmo_meta_slerp,50,0.6972777121477955,pirt,1,0.015383394751370516
arithmo_meta_slerp,50,0.6962506460738977,gpirt,1,0.016410460825268314
arithmo_meta_slerp,50,0.6962207489690929,mpirt,2,0.016440357930073146
arithmo_meta_slerp,50,0.8127368,rc,2,0.10007569310083397
arithmo_meta_slerp,50,0.7544787744845465,gmpirt,2,0.041817667585380414
arithmo_meta_slerp,50,0.8127368,irt,2,0.10007569310083397
arithmo_meta_slerp,50,0.7188715118855724,pirt,2,0.006210404986406348
arithmo_meta_slerp,50,0.7658041559427862,gpirt,2,0.053143049043620105
arithmo_meta_slerp,50,0.6350691002794201,mpirt,3,0.07759200661974597
arithmo_meta_slerp,50,0.7217588400000001,rc,3,0.00909773310083406
arithmo_meta_slerp,50,0.67841397013971,gmpirt,3,0.03424713675945601
arithmo_meta_slerp,50,0.7217588400000001,irt,3,0.00909773310083406
arithmo_meta_slerp,50,0.6383679884262192,pirt,3,0.07429311847294684
arithmo_meta_slerp,50,0.6800634142131097,gpirt,3,0.03259769268605639
arithmo_meta_slerp,50,0.6321605969248014,mpirt,4,0.08050050997436464
arithmo_meta_slerp,50,0.7316147700000001,rc,4,0.018953663100834017
arithmo_meta_slerp,50,0.6818876834624008,gmpirt,4,0.030773423436765257
arithmo_meta_slerp,50,0.7316147700000001,irt,4,0.018953663100834017
arithmo_meta_slerp,50,0.5596283941623516,pirt,4,0.1530327127368145
arithmo_meta_slerp,50,0.6456215820811758,gpirt,4,0.06703952481799025
arithmo_meta_slerp,50,0.6464630182652384,mpirt,5,0.06619808863392762
arithmo_meta_slerp,50,0.77331304,rc,5,0.060651933100833944
arithmo_meta_slerp,50,0.7098880291326193,gmpirt,5,0.002773077766546783
arithmo_meta_slerp,50,0.77331304,irt,5,0.060651933100833944
arithmo_meta_slerp,50,0.640442248345103,pirt,5,0.07221885855406307
arithmo_meta_slerp,50,0.7068776441725515,gpirt,5,0.005783462726614563
arithmo_meta_slerp,50,0.6713852684985606,mpirt,6,0.04127583840060545
arithmo_meta_slerp,50,0.77710377,rc,6,0.06444266310083391
arithmo_meta_slerp,50,0.7242445192492803,gmpirt,6,0.011583412350114286
arithmo_meta_slerp,50,0.77710377,irt,6,0.06444266310083391
arithmo_meta_slerp,50,0.6279455472349598,pirt,6,0.0847155596642063
arithmo_meta_slerp,50,0.7025246586174798,gpirt,6,0.01013644828168625
arithmo_meta_slerp,50,0.5542415205533525,mpirt,7,0.15841958634581355
arithmo_meta_slerp,50,0.70811211,rc,7,0.004548996899166102
arithmo_meta_slerp,50,0.6311768152766762,gmpirt,7,0.08148429162248982
arithmo_meta_slerp,50,0.70811211,irt,7,0.004548996899166102
arithmo_meta_slerp,50,0.5252274159736526,pirt,7,0.18743369092551343
arithmo_meta_slerp,50,0.6166697629868263,gpirt,7,0.09599134391233977
arithmo_meta_slerp,50,0.6980797490385141,mpirt,8,0.014581357860651956
arithmo_meta_slerp,50,0.7778619200000001,rc,8,0.06520081310083403
arithmo_meta_slerp,50,0.737970834519257,gmpirt,8,0.025309727620090983
arithmo_meta_slerp,50,0.7778619200000001,irt,8,0.06520081310083403
arithmo_meta_slerp,50,0.8016048641393088,pirt,8,0.0889437572401427
arithmo_meta_slerp,50,0.7897333920696544,gpirt,8,0.07707228517048836
arithmo_meta_slerp,50,0.6047757639443161,mpirt,9,0.10788534295484997
arithmo_meta_slerp,50,0.67930243,rc,9,0.03335867689916605
arithmo_meta_slerp,50,0.6420390969721581,gmpirt,9,0.07062200992700796
arithmo_meta_slerp,50,0.67930243,irt,9,0.03335867689916605
arithmo_meta_slerp,50,0.6246498550386295,pirt,9,0.0880112518605366
arithmo_meta_slerp,50,0.6519761425193147,gpirt,9,0.06068496437985138
arithmo_meta_slerp,100,0.6778878016936435,mpirt,0,0.034773305205522576
arithmo_meta_slerp,100,0.7596663,rc,0,0.04700519310083395
arithmo_meta_slerp,100,0.7187770508468218,gmpirt,0,0.006115943947655689
arithmo_meta_slerp,100,0.7596663,irt,0,0.04700519310083395
arithmo_meta_slerp,100,0.692884169292727,pirt,0,0.01977693760643906
arithmo_meta_slerp,100,0.7262752346463635,gpirt,0,0.013614127747197391
arithmo_meta_slerp,100,0.6465080555014341,mpirt,1,0.06615305139773198
arithmo_meta_slerp,100,0.7422288499999999,rc,1,0.029567743100833876
arithmo_meta_slerp,100,0.694368452750717,gmpirt,1,0.01829265414844905
arithmo_meta_slerp,100,0.7422288499999999,irt,1,0.029567743100833876
arithmo_meta_slerp,100,0.6607913030800479,pirt,1,0.05186980381911821
arithmo_meta_slerp,100,0.701510076540024,gpirt,1,0.011151030359142111
arithmo_meta_slerp,100,0.6453976091213038,mpirt,2,0.06726349777786222
arithmo_meta_slerp,100,0.7354054999999999,rc,2,0.02274439310083387
arithmo_meta_slerp,100,0.6904015545606519,gmpirt,2,0.022259552338514177
arithmo_meta_slerp,100,0.7354054999999999,irt,2,0.02274439310083387
arithmo_meta_slerp,100,0.6462691971462047,pirt,2,0.06639190975296139
arithmo_meta_slerp,100,0.6908373485731023,gpirt,2,0.021823758326063758
arithmo_meta_slerp,100,0.6505821009794817,mpirt,3,0.062079005919684405
arithmo_meta_slerp,100,0.7202425000000001,rc,3,0.007581393100834055
arithmo_meta_slerp,100,0.6854123004897409,gmpirt,3,0.027248806409425175
arithmo_meta_slerp,100,0.7202425000000001,irt,3,0.007581393100834055
arithmo_meta_slerp,100,0.6523201850002358,pirt,3,0.060340921898930255
arithmo_meta_slerp,100,0.686281342500118,gpirt,3,0.0263797643990481
arithmo_meta_slerp,100,0.6333601737535338,mpirt,4,0.07930093314563225
arithmo_meta_slerp,100,0.71190285,rc,4,0.0007582568991660876
arithmo_meta_slerp,100,0.672631511876767,gmpirt,4,0.04002959502239911
arithmo_meta_slerp,100,0.71190285,irt,4,0.0007582568991660876
arithmo_meta_slerp,100,0.6418373678300041,pirt,4,0.07082373906916195
arithmo_meta_slerp,100,0.676870108915002,gpirt,4,0.035790997984164075
arithmo_meta_slerp,100,0.5453432121120393,mpirt,5,0.16731789478712678
arithmo_meta_slerp,100,0.6269900500000001,rc,5,0.08567105689916599
arithmo_meta_slerp,100,0.5861666310560196,gmpirt,5,0.12649447584314644
arithmo_meta_slerp,100,0.6269900500000001,irt,5,0.08567105689916599
arithmo_meta_slerp,100,0.5427556525422044,pirt,5,0.1699054543569617
arithmo_meta_slerp,100,0.5848728512711022,gpirt,5,0.12778825562806384
arithmo_meta_slerp,100,0.6633607784696096,mpirt,6,0.04930032842955645
arithmo_meta_slerp,100,0.74981035,rc,6,0.037149243100833895
arithmo_meta_slerp,100,0.7065855642348048,gmpirt,6,0.0060755426643612775
arithmo_meta_slerp,100,0.74981035,irt,6,0.037149243100833895
arithmo_meta_slerp,100,0.6303423344317558,pirt,6,0.08231877246741026
arithmo_meta_slerp,100,0.6900763422158779,gpirt,6,0.022584764683288183
arithmo_meta_slerp,100,0.665347836644725,mpirt,7,0.0473132702544411
arithmo_meta_slerp,100,0.7096283999999999,rc,7,0.0030327068991661266
arithmo_meta_slerp,100,0.6874881183223625,gmpirt,7,0.025172988576803612
arithmo_meta_slerp,100,0.7096283999999999,irt,7,0.0030327068991661266
arithmo_meta_slerp,100,0.6491996883372796,pirt,7,0.06346141856188647
arithmo_meta_slerp,100,0.6794140441686398,gpirt,7,0.033247062730526245
arithmo_meta_slerp,100,0.7029677980596382,mpirt,8,0.009693308839527903
arithmo_meta_slerp,100,0.75815,rc,8,0.04548889310083393
arithmo_meta_slerp,100,0.7305588990298191,gmpirt,8,0.017897792130653012
arithmo_meta_slerp,100,0.75815,irt,8,0.04548889310083393
arithmo_meta_slerp,100,0.7147394971316438,pirt,8,0.0020783902324776893
arithmo_meta_slerp,100,0.7364447485658219,gpirt,8,0.023783641666655808
arithmo_meta_slerp,100,0.6131383280467876,mpirt,9,0.09952277885237848
arithmo_meta_slerp,100,0.72100065,rc,9,0.008339543100833957
arithmo_meta_slerp,100,0.6670694890233938,gmpirt,9,0.04559161787577226
arithmo_meta_slerp,100,0.72100065,irt,9,0.008339543100833957
arithmo_meta_slerp,100,0.6006121673885911,pirt,9,0.11204893951057493
arithmo_meta_slerp,100,0.6608064086942955,gpirt,9,0.05185469820487054
ninja_meta_linear,10,0.6662757863895936,mpirt,0,0.002894436882391216
ninja_meta_linear,10,0.82031842,rc,0,0.1569370704927976
ninja_meta_linear,10,0.7432971031947968,gmpirt,0,0.0799157536875944
ninja_meta_linear,10,0.82031842,irt,0,0.1569370704927976
ninja_meta_linear,10,0.8249924880824777,pirt,0,0.16161113857527531
ninja_meta_linear,10,0.8226554540412389,gpirt,0,0.15927410453403645
ninja_meta_linear,10,0.5500675979398874,mpirt,1,0.11331375156731505
ninja_meta_linear,10,0.76269902,rc,1,0.0993176704927976
ninja_meta_linear,10,0.6563833089699437,gmpirt,1,0.006998040537258721
ninja_meta_linear,10,0.76269902,irt,1,0.0993176704927976
ninja_meta_linear,10,0.5830875473132854,pirt,1,0.08029380219391702
ninja_meta_linear,10,0.6728932836566427,gpirt,1,0.009511934149440293
ninja_meta_linear,10,0.6508515288695933,mpirt,2,0.012529820637609101
ninja_meta_linear,10,0.80894617,rc,2,0.14556482049279762
ninja_meta_linear,10,0.7298988494347967,gmpirt,2,0.06651749992759426
ninja_meta_linear,10,0.80894617,irt,2,0.14556482049279762
ninja_meta_linear,10,0.8826358877362054,pirt,2,0.21925453822900298
ninja_meta_linear,10,0.8457910288681028,gpirt,2,0.18240967936090036
ninja_meta_linear,10,0.5868882232335724,mpirt,3,0.07649312627363003
ninja_meta_linear,10,0.8119787700000001,rc,3,0.14859742049279767
ninja_meta_linear,10,0.6994334966167862,gmpirt,3,0.03605214710958382
ninja_meta_linear,10,0.8119787700000001,irt,3,0.14859742049279767
ninja_meta_linear,10,0.5878264383566898,pirt,3,0.0755549111505126
ninja_meta_linear,10,0.6999026041783449,gpirt,3,0.03652125467114253
ninja_meta_linear,10,0.597602358945958,mpirt,4,0.06577899056124437
ninja_meta_linear,10,0.5534495899999999,rc,4,0.10993175950720246
ninja_meta_linear,10,0.575525974472979,gmpirt,4,0.08785537503422336
ninja_meta_linear,10,0.5534495899999999,irt,4,0.10993175950720246
ninja_meta_linear,10,0.526945976020784,pirt,4,0.13643537348641843
ninja_meta_linear,10,0.5401977830103919,gpirt,4,0.1231835664968105
ninja_meta_linear,10,0.6437106684254248,mpirt,5,0.019670681081777608
ninja_meta_linear,10,0.75435935,rc,5,0.09097800049279758
ninja_meta_linear,10,0.6990350092127124,gmpirt,5,0.035653659705510043
ninja_meta_linear,10,0.75435935,irt,5,0.09097800049279758
ninja_meta_linear,10,0.6323653577289504,pirt,5,0.031015991778251983
ninja_meta_linear,10,0.6933623538644752,gpirt,5,0.0299810043572728
ninja_meta_linear,10,0.6267259397997655,mpirt,6,0.03665540970743686
ninja_meta_linear,10,0.65883246,rc,6,0.004548889507202447
ninja_meta_linear,10,0.6427791998998827,gmpirt,6,0.020602149607319653
ninja_meta_linear,10,0.65883246,irt,6,0.004548889507202447
ninja_meta_linear,10,0.7845666587073369,pirt,6,0.12118530920013448
ninja_meta_linear,10,0.7216995593536684,gpirt,6,0.05831820984646596
ninja_meta_linear,10,0.5246062424936261,mpirt,7,0.13877510701357632
ninja_meta_linear,10,0.57846853,rc,7,0.08491281950720242
ninja_meta_linear,10,0.551537386246813,gmpirt,7,0.11184396326038937
ninja_meta_linear,10,0.57846853,irt,7,0.08491281950720242
ninja_meta_linear,10,0.6612028024204112,pirt,7,0.002178547086791216
ninja_meta_linear,10,0.6198356662102056,gpirt,7,0.04354568329699682
ninja_meta_linear,10,0.7065325969716477,mpirt,8,0.04315124746444532
ninja_meta_linear,10,0.8248673299999999,rc,8,0.1614859804927975
ninja_meta_linear,10,0.7656999634858238,gmpirt,8,0.10231861397862141
ninja_meta_linear,10,0.8248673299999999,irt,8,0.1614859804927975
ninja_meta_linear,10,0.9041740493348597,pirt,8,0.24079269982765727
ninja_meta_linear,10,0.8645206896674298,gpirt,8,0.2011393401602274
ninja_meta_linear,10,0.7207300385258951,mpirt,9,0.05734868901869272
ninja_meta_linear,10,0.80136466,rc,9,0.13798331049279755
ninja_meta_linear,10,0.7610473492629475,gmpirt,9,0.09766599975574508
ninja_meta_linear,10,0.80136466,irt,9,0.13798331049279755
ninja_meta_linear,10,0.9021389613741491,pirt,9,0.23875761186694666
ninja_meta_linear,10,0.8517518106870745,gpirt,9,0.1883704611798721
ninja_meta_linear,15,0.5209591001744748,mpirt,0,0.14242224933272762
ninja_meta_linear,15,0.6762699,rc,0,0.01288855049279758
ninja_meta_linear,15,0.5986145000872374,gmpirt,0,0.06476684941996502
ninja_meta_linear,15,0.6762699,irt,0,0.01288855049279758
ninja_meta_linear,15,0.5104589195033744,pirt,0,0.152922430003828
ninja_meta_linear,15,0.5933644097516872,gpirt,0,0.07001693975551515
ninja_meta_linear,15,0.7014783500545165,mpirt,1,0.03809700054731413
ninja_meta_linear,15,0.7596664200000001,rc,1,0.09628507049279766
ninja_meta_linear,15,0.7305723850272583,gmpirt,1,0.0671910355200559
ninja_meta_linear,15,0.7596664200000001,irt,1,0.09628507049279766
ninja_meta_linear,15,0.6106589345079989,pirt,1,0.05272241499920349
ninja_meta_linear,15,0.6851626772539995,gpirt,1,0.021781327746797086
ninja_meta_linear,15,0.7309162784742254,mpirt,2,0.06753492896702296
ninja_meta_linear,15,0.78695982,rc,2,0.12357847049279758
ninja_meta_linear,15,0.7589380492371127,gmpirt,2,0.09555669972991032
ninja_meta_linear,15,0.78695982,irt,2,0.12357847049279758
ninja_meta_linear,15,0.7695169821811094,pirt,2,0.10613563267390702
ninja_meta_linear,15,0.7782384010905548,gpirt,2,0.11485705158335235
ninja_meta_linear,15,0.6433900765409537,mpirt,3,0.019991272966248697
ninja_meta_linear,15,0.74526156,rc,3,0.08188021049279759
ninja_meta_linear,15,0.6943258182704768,gmpirt,3,0.03094446876327439
ninja_meta_linear,15,0.74526156,irt,3,0.08188021049279759
ninja_meta_linear,15,0.5342313624056529,pirt,3,0.12914998710154946
ninja_meta_linear,15,0.6397464612028265,gpirt,3,0.02363488830437588
ninja_meta_linear,15,0.49199476369102896,mpirt,4,0.17138658581617344
ninja_meta_linear,15,0.6231993899999999,rc,4,0.04018195950720249
ninja_meta_linear,15,0.5575970768455144,gmpirt,4,0.105784272661688
ninja_meta_linear,15,0.6231993899999999,irt,4,0.04018195950720249
ninja_meta_linear,15,0.36643333210311957,pirt,4,0.29694801740408283
ninja_meta_linear,15,0.49481636105155974,gpirt,4,0.16856498845564266
ninja_meta_linear,15,0.8948809790932151,mpirt,5,0.23149962958601267
ninja_meta_linear,15,0.8756633900000002,rc,5,0.21228204049279775
ninja_meta_linear,15,0.8852721845466076,gmpirt,5,0.2218908350394052
ninja_meta_linear,15,0.8756633900000002,irt,5,0.21228204049279775
ninja_meta_linear,15,0.8782023358926736,pirt,5,0.2148209863854712
