lang,n_samples,accuracy,estimate_method,iter,diff
dutch,100,0.2945139005012169,mp-IRT,6,0.0807704057914289
spanish,100,0.4565715913470189,mp-IRT,4,0.0892964905331933
romanian,20,0.3307132976593122,mp-IRT,4,0.0529106598842814
dutch,100,0.3693824343017172,mp-IRT,3,0.0059018719909286
dutch,10,0.4137741412719091,mp-IRT,5,0.0384898349792631
dutch,20,0.566789189144753,mp-IRT,0,0.191504882852107
dutch,30,0.4461258633144599,mp-IRT,3,0.070841557021814
romanian,50,0.4014122243707165,mp-IRT,7,0.0177882668271228
romanian,50,0.3420248875387769,mp-IRT,6,0.0415990700048166
dutch,30,0.4857833603414743,mp-IRT,4,0.1104990540488284
dutch,15,0.5284517656532991,mp-IRT,9,0.1531674593606531
italian,30,0.4754077131611549,mp-IRT,4,0.0091453932218069
german,15,0.1846156635519432,mp-IRT,0,0.1990082939916504
spanish,30,0.3251796776203513,mp-IRT,5,0.2206884042598609
german,20,0.5392504491631968,mp-IRT,6,0.1556264916196031
spanish,15,0.4208801903927003,mp-IRT,0,0.1249878914875119
german,20,0.2546475192149763,mp-IRT,7,0.1289764383286172
german,50,0.3399429423473663,mp-IRT,2,0.0436810151962273
spanish,15,0.4867857429546726,mp-IRT,2,0.0590823389255396
italian,100,0.4219809660136432,mp-IRT,2,0.0442813539257047
italian,50,0.5173321972698167,mp-IRT,5,0.0510698773304687
italian,100,0.3262767539386499,mp-IRT,3,0.139985566000698
italian,50,0.3750610124807054,mp-IRT,6,0.0912013074586425
german,20,0.3174370808198997,mp-IRT,8,0.0661868767236939
spanish,15,0.3401946088583576,mp-IRT,8,0.2056734730218546
german,20,0.4285024321479461,mp-IRT,9,0.0448784746043525
italian,100,0.4683976524079524,mp-IRT,1,0.0021353324686044
spanish,15,0.5187258568392573,mp-IRT,1,0.0271422250409549
italian,50,0.3981370510368354,mp-IRT,8,0.0681252689025125
german,50,0.4588032106222273,mp-IRT,4,0.0751792530786336
german,30,0.4943046690734834,mp-IRT,3,0.1106807115298897
spanish,20,0.4770492731967438,mp-IRT,0,0.0688188086834684
italian,20,0.3684210820457577,mp-IRT,6,0.0978412378935902
spanish,50,0.5443368075547192,mp-IRT,5,0.001531274325493
german,10,0.6755275972215302,mp-IRT,1,0.2919036396779366
italian,15,0.4883796130238487,mp-IRT,4,0.0221172930845007
spanish,50,0.4870626553464482,mp-IRT,6,0.058805426533764
italian,20,0.5837634550044181,mp-IRT,5,0.1175011350650701
spanish,20,0.6209029364896385,mp-IRT,6,0.0750348546094261
italian,10,0.2696762887170856,mp-IRT,5,0.1965860312222623
italian,50,0.2938067335318823,mp-IRT,4,0.1724555864074656
spanish,15,0.5549953647951116,mp-IRT,9,0.0091272829148992
german,20,0.3426127187521592,mp-IRT,4,0.0410112387914343
spanish,10,0.4446107995346439,mp-IRT,9,0.1012572823455684
german,20,0.475302611861751,mp-IRT,5,0.0916786543181573
spanish,15,0.6802720111960814,mp-IRT,5,0.1344039293158691
german,30,0.2844418036314699,mp-IRT,4,0.0991821539121237
german,30,0.353327639418913,mp-IRT,0,0.0302963181246806
spanish,15,0.6157202380511344,mp-IRT,6,0.0698521561709221
spanish,15,0.5258435013517427,mp-IRT,7,0.0200245805284695
german,30,0.2499487868540987,mp-IRT,2,0.1336751706894949
spanish,20,0.4970411171354649,mp-IRT,5,0.0488269647447474
german,30,0.3272092785103171,mp-IRT,7,0.0564146790332765
german,30,0.3700999662951109,mp-IRT,8,0.0135239912484827
italian,10,0.4804861304979257,mp-IRT,0,0.0142238105585777
italian,50,0.3413524657246869,mp-IRT,3,0.124909854214661
german,20,0.2456103922892165,mp-IRT,2,0.138013565254377
spanish,20,0.5599905331160964,mp-IRT,3,0.014122451235884
italian,100,0.4593167846666585,mp-IRT,4,0.0069455352726894
german,30,0.5343395223494358,mp-IRT,5,0.1507155648058422
german,30,0.4605375763857228,mp-IRT,9,0.0769136188421292
italian,50,0.4593518121035991,mp-IRT,9,0.0069105078357488
german,50,0.3616046820388967,mp-IRT,5,0.0220192755046969
german,20,0.3047671426638009,mp-IRT,1,0.0788568148797926
spanish,20,0.4215364988474839,mp-IRT,2,0.1243315830327283
spanish,10,0.396943869430896,mp-IRT,8,0.1489242124493162
italian,50,0.3454882160213975,mp-IRT,1,0.1207741039179504
german,10,0.3189661840450647,mp-IRT,2,0.0646577734985288
italian,10,0.6498075932283727,mp-IRT,1,0.1835452732890247
spanish,15,0.4208999853786133,mp-IRT,4,0.1249680965015989
italian,50,0.4993249160832609,mp-IRT,7,0.0330625961439129
german,50,0.449838810029975,mp-IRT,1,0.0662148524863814
german,50,0.3727912961057608,mp-IRT,0,0.0108326614378328
spanish,20,0.455242166845747,mp-IRT,1,0.0906259150344653
german,30,0.4834891127108665,mp-IRT,1,0.0998651551672728
german,20,0.3039299056048883,mp-IRT,3,0.0796940519387053
german,15,0.3004965837598664,mp-IRT,9,0.0831273737837272
italian,50,0.3937782639550597,mp-IRT,2,0.0724840559842882
german,50,0.3790365962120012,mp-IRT,7,0.0045873613315924
german,50,0.4193307999134572,mp-IRT,8,0.0357068423698635
spanish,10,0.6017674592970342,mp-IRT,7,0.0558993774168219
italian,100,0.3025010063224531,mp-IRT,0,0.1637613136168949
spanish,20,0.3090603615056077,mp-IRT,4,0.2368077203746046
spanish,15,0.635515850746319,mp-IRT,3,0.0896477688661067
german,20,0.3020296332767383,mp-IRT,0,0.0815943242668553
german,30,0.4610604559134055,mp-IRT,6,0.0774364983698118
italian,15,0.6065068053861347,mp-IRT,3,0.1402444854467867
german,50,0.4261924052778112,mp-IRT,6,0.0425684477342176
italian,20,0.5306601863165025,mp-IRT,7,0.0643978663771545
italian,10,0.5816003746266627,mp-IRT,2,0.1153380546873147
spanish,20,0.6710475335352897,mp-IRT,7,0.1251794516550773
german,15,0.1244720723162012,mp-IRT,6,0.2591518852273924
italian,30,0.5025123960879349,mp-IRT,9,0.0362500761485868
spanish,20,0.6254042403896651,mp-IRT,8,0.0795361585094528
italian,10,0.2164212020325625,mp-IRT,3,0.2498411179067854
italian,30,0.3320381839584913,mp-IRT,8,0.1342241359808566
spanish,20,0.443013412067661,mp-IRT,9,0.1028546698125512
german,15,0.3145750242315761,mp-IRT,5,0.0690489333120175
italian,10,0.4321702765573033,mp-IRT,4,0.0340920433820446
spanish,30,0.4909246546847011,mp-IRT,0,0.0549434271955111
german,15,0.3030626296204629,mp-IRT,4,0.0805613279231307
italian,30,0.4080177947740127,mp-IRT,7,0.0582445251653352
italian,100,0.4126755354271776,mp-IRT,5,0.0535867845121703
spanish,30,0.4388172365294496,mp-IRT,1,0.1070508453507627
german,15,0.140230679503947,mp-IRT,7,0.2433932780396465
german,15,0.3290247070819091,mp-IRT,3,0.0545992504616845
spanish,30,0.5345483848666913,mp-IRT,2,0.0113196970135209
italian,10,0.4689170105380497,mp-IRT,6,0.0026546905987017
spanish,50,0.5102929073870058,mp-IRT,4,0.0355751744932064
italian,30,0.4044445758810067,mp-IRT,3,0.0618177440583412
spanish,30,0.561465505917583,mp-IRT,6,0.0155974240373707
italian,10,0.4254242885432329,mp-IRT,8,0.040838031396115
german,15,0.306461454940262,mp-IRT,8,0.0771625026033316
italian,30,0.4768617354277508,mp-IRT,2,0.0105994154884028
spanish,30,0.6317520035364532,mp-IRT,7,0.0858839216562409
german,10,0.2194072903897521,mp-IRT,8,0.1642166671538414
italian,10,0.5557676506239034,mp-IRT,9,0.0895053306845554
spanish,30,0.5960467705971656,mp-IRT,8,0.0501786887169533
german,10,0.1023828778321989,mp-IRT,7,0.2812410797113946
italian,30,0.3686695246996052,mp-IRT,1,0.0975927952397427
spanish,30,0.4082437117800198,mp-IRT,9,0.1376243701001925
italian,15,0.3304229118951869,mp-IRT,0,0.135839408044161
italian,30,0.6178189970133,mp-IRT,5,0.151556677073952
german,15,0.5514514275579669,mp-IRT,2,0.1678274700143733
italian,30,0.3720267716822374,mp-IRT,6,0.0942355482571105
italian,50,0.3932685603262184,mp-IRT,0,0.0729937596131296
italian,30,0.4710879223661411,mp-IRT,0,0.0048256024267931
spanish,100,0.5634722533684307,mp-IRT,3,0.0176041714882183
spanish,100,0.4597419661511581,mp-IRT,5,0.0861261157290542
italian,15,0.2741822332549999,mp-IRT,9,0.192080086684348
italian,20,0.5035056002453555,mp-IRT,4,0.0372432803060075
spanish,50,0.5685147633118438,mp-IRT,7,0.0226466814316315
german,10,0.5600725940781505,mp-IRT,0,0.1764486365345568
italian,20,0.4031890037357921,mp-IRT,9,0.0630733162035558
spanish,50,0.4097969392808541,mp-IRT,1,0.1360711425993582
italian,15,0.2840908963319767,mp-IRT,1,0.1821714236073712
german,10,0.3417297012986323,mp-IRT,4,0.0418942562449613
spanish,50,0.4642461913491896,mp-IRT,2,0.0816218905310226
italian,15,0.3535582524529775,mp-IRT,2,0.1127040674863704
italian,20,0.308927921345362,mp-IRT,8,0.1573343985939859
spanish,50,0.6252604434989729,mp-IRT,3,0.0793923616187606
german,10,0.4438507612014253,mp-IRT,6,0.0602268036578316
italian,20,0.3410980335173348,mp-IRT,0,0.1251642864220131
italian,15,0.136372780783024,mp-IRT,8,0.3298895391563239
german,10,0.3309729200375004,mp-IRT,5,0.0526510375060932
german,10,0.1749268790392414,mp-IRT,3,0.2086970785043521
spanish,100,0.5301935840927835,mp-IRT,2,0.0156744977874288
italian,15,0.3493108904502603,mp-IRT,5,0.1169514294890876
spanish,50,0.549549341577429,mp-IRT,8,0.0036812596972166
spanish,100,0.6072610295625118,mp-IRT,9,0.0613929476822995
italian,15,0.6675453396776683,mp-IRT,6,0.2012830197383203
italian,20,0.4556432235717912,mp-IRT,3,0.0106190963675567
spanish,50,0.4039777920253439,mp-IRT,9,0.1418902898548684
spanish,100,0.5574009748737943,mp-IRT,8,0.0115328929935819
spanish,50,0.545915386047321,mp-IRT,0,4.730416710874152e-05
spanish,100,0.4808885593800771,mp-IRT,7,0.0649795225001352
italian,20,0.2205641057284168,mp-IRT,2,0.2456982142109311
italian,15,0.602285308326356,mp-IRT,7,0.136022988387008
spanish,100,0.4731556902085911,mp-IRT,1,0.0727123916716211
spanish,100,0.4650052598745958,mp-IRT,6,0.0808628220056165
italian,20,0.4336567200543703,mp-IRT,1,0.0326055998849776
spanish,100,0.4659485536409169,mp-IRT,0,0.0799195282392953
dutch,100,0.38,Random,7,0.004715693707354
spanish,50,0.58,Random,1,0.0341319181197876
spanish,50,0.5,Random,3,0.0458680818802123
dutch,50,0.46,Random,0,0.0847156937073541
german,100,0.34,Random,4,0.0436239575435936
german,20,0.4,Random,8,0.0163760424564063
german,20,0.2,Random,7,0.1836239575435936
german,20,0.3,Random,5,0.0836239575435936
german,100,0.35,Random,6,0.0336239575435936
german,20,0.5,Random,4,0.1163760424564063
german,20,0.3,Random,3,0.0836239575435936
german,100,0.39,Random,7,0.0063760424564063
german,100,0.39,Random,8,0.0063760424564063
dutch,100,0.36,Random,8,0.0152843062926459
german,20,0.25,Random,6,0.1336239575435936
romanian,50,0.28,Random,9,0.1036239575435936
spanish,10,0.7,Random,8,0.1541319181197876
romanian,50,0.34,Random,7,0.0436239575435936
german,20,0.45,Random,2,0.0663760424564063
romanian,50,0.44,Random,2,0.0563760424564063
romanian,50,0.44,Random,3,0.0563760424564063
spanish,10,0.5,Random,7,0.0458680818802123
spanish,10,0.7,Random,6,0.1541319181197876
spanish,10,0.6,Random,5,0.0541319181197876
romanian,50,0.38,Random,4,0.0036239575435936
romanian,50,0.42,Random,5,0.0363760424564063
spanish,10,0.6,Random,4,0.0541319181197876
spanish,10,0.4,Random,3,0.1458680818802122
spanish,10,0.6,Random,2,0.0541319181197876
romanian,50,0.36,Random,6,0.0236239575435936
spanish,10,0.7,Random,1,0.1541319181197876
spanish,10,0.6,Random,0,0.0541319181197876
dutch,100,0.35,Random,9,0.0252843062926459
romanian,50,0.44,Random,8,0.0563760424564063
german,20,0.6,Random,1,0.2163760424564063
romanian,10,0.3,Random,2,0.0836239575435936
german,100,0.41,Random,9,0.0263760424564063
german,30,0.4666666666666667,Random,8,0.083042709123073
german,50,0.44,Random,8,0.0563760424564063
german,50,0.28,Random,9,0.1036239575435936
german,30,0.3333333333333333,Random,7,0.0502906242102603
german,30,0.3,Random,6,0.0836239575435936
german,30,0.4,Random,5,0.0163760424564063
german,100,0.42,Random,0,0.0363760424564063
german,100,0.44,Random,1,0.0563760424564063
german,30,0.4333333333333333,Random,4,0.0497093757897397
german,30,0.3333333333333333,Random,3,0.0502906242102603
german,30,0.4666666666666667,Random,2,0.083042709123073
german,100,0.49,Random,2,0.1063760424564063
german,30,0.5333333333333333,Random,1,0.1497093757897397
german,30,0.4,Random,0,0.0163760424564063
spanish,10,0.5,Random,9,0.0458680818802123
german,30,0.3,Random,9,0.0836239575435936
german,20,0.45,Random,0,0.0663760424564063
german,50,0.46,Random,0,0.0763760424564063
german,50,0.46,Random,1,0.0763760424564063
romanian,10,0.6,Random,0,0.2163760424564063
german,15,0.3333333333333333,Random,9,0.0502906242102603
german,15,0.4666666666666667,Random,8,0.083042709123073
german,15,0.2,Random,7,0.1836239575435936
romanian,10,0.6,Random,1,0.2163760424564063
german,15,0.2,Random,6,0.1836239575435936
german,15,0.2666666666666666,Random,5,0.1169572908769269
german,15,0.5333333333333333,Random,4,0.1497093757897397
german,100,0.34,Random,5,0.0436239575435936
german,100,0.45,Random,3,0.0663760424564063
romanian,10,0.1,Random,3,0.2836239575435936
german,20,0.35,Random,9,0.0336239575435936
german,50,0.36,Random,6,0.0236239575435936
german,50,0.44,Random,3,0.0563760424564063
german,50,0.44,Random,2,0.0563760424564063
german,50,0.34,Random,7,0.0436239575435936
dutch,100,0.44,Random,6,0.064715693707354
spanish,30,0.4666666666666667,Random,3,0.0792014152135456
romanian,100,0.42,Random,0,0.0363760424564063
romanian,30,0.3,Random,9,0.0836239575435936
romanian,50,0.46,Random,0,0.0763760424564063
spanish,15,0.4666666666666667,Random,3,0.0792014152135456
romanian,30,0.4666666666666667,Random,2,0.083042709123073
spanish,20,0.55,Random,7,0.0041319181197877
spanish,15,0.7333333333333333,Random,1,0.1874652514531209
spanish,20,0.5,Random,8,0.0458680818802123
romanian,20,0.3,Random,3,0.0836239575435936
spanish,50,0.58,Random,0,0.0341319181197876
spanish,30,0.4,Random,9,0.1458680818802122
spanish,30,0.5666666666666667,Random,8,0.0207985847864543
romanian,20,0.5,Random,4,0.1163760424564063
romanian,20,0.3,Random,5,0.0836239575435936
spanish,30,0.6,Random,7,0.0541319181197876
spanish,30,0.6666666666666666,Random,6,0.1207985847864543
romanian,30,0.4666666666666667,Random,8,0.083042709123073
spanish,30,0.5333333333333333,Random,5,0.0125347485468789
spanish,15,0.6,Random,4,0.0541319181197876
spanish,15,0.6666666666666666,Random,6,0.1207985847864543
romanian,10,0.5,Random,4,0.1163760424564063
spanish,20,0.5,Random,5,0.0458680818802123
spanish,20,0.5,Random,4,0.0458680818802123
spanish,20,0.45,Random,3,0.0958680818802122
romanian,30,0.3333333333333333,Random,3,0.0502906242102603
romanian,30,0.4333333333333333,Random,4,0.0497093757897397
spanish,20,0.45,Random,2,0.0958680818802122
spanish,20,0.7,Random,1,0.1541319181197876
spanish,20,0.5,Random,0,0.0458680818802123
romanian,30,0.4,Random,5,0.0163760424564063
romanian,30,0.3,Random,6,0.0836239575435936
spanish,15,0.4,Random,9,0.1458680818802122
spanish,15,0.5333333333333333,Random,8,0.0125347485468789
spanish,15,0.4666666666666667,Random,7,0.0792014152135456
romanian,30,0.3333333333333333,Random,7,0.0502906242102603
spanish,15,0.5333333333333333,Random,5,0.0125347485468789
spanish,15,0.4,Random,0,0.1458680818802122
romanian,20,0.25,Random,6,0.1336239575435936
spanish,30,0.5666666666666667,Random,4,0.0207985847864543
romanian,100,0.34,Random,4,0.0436239575435936
dutch,50,0.3,Random,9,0.0752843062926459
dutch,50,0.38,Random,8,0.004715693707354
dutch,50,0.32,Random,7,0.0552843062926459
romanian,100,0.34,Random,5,0.0436239575435936
dutch,50,0.44,Random,6,0.064715693707354
dutch,50,0.42,Random,5,0.044715693707354
dutch,50,0.44,Random,4,0.064715693707354
romanian,100,0.35,Random,6,0.0336239575435936
romanian,100,0.39,Random,7,0.0063760424564063
romanian,100,0.39,Random,8,0.0063760424564063
dutch,50,0.38,Random,3,0.004715693707354
dutch,50,0.5,Random,2,0.124715693707354
dutch,50,0.38,Random,1,0.004715693707354
dutch,100,0.42,Random,4,0.044715693707354
romanian,100,0.45,Random,3,0.0663760424564063
romanian,20,0.2,Random,7,0.1836239575435936
dutch,100,0.45,Random,0,0.074715693707354
german,50,0.38,Random,4,0.0036239575435936
spanish,30,0.5,Random,2,0.0458680818802123
romanian,20,0.4,Random,8,0.0163760424564063
spanish,30,0.6,Random,1,0.0541319181197876
spanish,30,0.5333333333333333,Random,0,0.0125347485468789
spanish,20,0.4,Random,9,0.1458680818802122
romanian,20,0.35,Random,9,0.0336239575435936
romanian,30,0.4,Random,0,0.0163760424564063
romanian,30,0.5333333333333333,Random,1,0.1497093757897397
spanish,15,0.4,Random,2,0.1458680818802122
romanian,50,0.46,Random,1,0.0763760424564063
spanish,50,0.54,Random,2,0.0058680818802122
dutch,100,0.39,Random,5,0.014715693707354
dutch,100,0.35,Random,3,0.0252843062926459
romanian,100,0.44,Random,1,0.0563760424564063
romanian,100,0.49,Random,2,0.1063760424564063
dutch,100,0.38,Random,1,0.004715693707354
romanian,20,0.45,Random,2,0.0663760424564063
dutch,10,0.2,Random,5,0.1752843062926459
spanish,100,0.66,Random,6,0.1141319181197877
italian,10,0.4,Random,5,0.0662623199393479
italian,10,0.3,Random,4,0.1662623199393479
italian,10,0.4,Random,3,0.0662623199393479
italian,10,0.7,Random,2,0.233737680060652
italian,10,0.7,Random,1,0.233737680060652
italian,15,0.3333333333333333,Random,5,0.1329289866060146
italian,10,0.2,Random,6,0.2662623199393479
italian,15,0.3333333333333333,Random,7,0.1329289866060146
italian,20,0.3,Random,6,0.1662623199393479
italian,30,0.5333333333333333,Random,2,0.0670710133939853
italian,30,0.6333333333333333,Random,1,0.1670710133939853
italian,30,0.3666666666666666,Random,0,0.0995956532726813
italian,20,0.35,Random,9,0.1162623199393479
italian,20,0.45,Random,8,0.0162623199393479
italian,30,0.5,Random,3,0.033737680060652
italian,15,0.2666666666666666,Random,6,0.1995956532726813
italian,10,0.4,Random,7,0.0662623199393479
italian,10,0.4,Random,9,0.0662623199393479
dutch,10,0.5,Random,0,0.124715693707354
italian,100,0.44,Random,9,0.0262623199393479
italian,100,0.46,Random,8,0.0062623199393479
italian,100,0.49,Random,7,0.023737680060652
italian,100,0.41,Random,6,0.0562623199393479
italian,100,0.5,Random,5,0.033737680060652
italian,30,0.4666666666666667,Random,6,0.0004043467273187
italian,30,0.5333333333333333,Random,5,0.0670710133939853
italian,30,0.3333333333333333,Random,4,0.1329289866060146
italian,10,0.5,Random,8,0.033737680060652
italian,15,0.2666666666666666,Random,4,0.1995956532726813
italian,15,0.4666666666666667,Random,3,0.0004043467273187
italian,15,0.6,Random,2,0.133737680060652
italian,15,0.6666666666666666,Random,1,0.2004043467273186
italian,15,0.3333333333333333,Random,0,0.1329289866060146
italian,20,0.4,Random,7,0.0662623199393479
italian,20,0.4,Random,5,0.0662623199393479
italian,15,0.4666666666666667,Random,8,0.0004043467273187
italian,20,0.25,Random,4,0.2162623199393479
dutch,20,0.25,Random,3,0.1252843062926459
dutch,30,0.4666666666666667,Random,6,0.0913823603740207
dutch,30,0.4,Random,7,0.0247156937073541
dutch,30,0.4666666666666667,Random,4,0.0913823603740207
dutch,30,0.2666666666666666,Random,3,0.1086176396259792
dutch,15,0.3333333333333333,Random,9,0.0419509729593126
dutch,20,0.4,Random,6,0.0247156937073541
dutch,20,0.55,Random,4,0.1747156937073541
dutch,20,0.2,Random,5,0.1752843062926459
dutch,15,0.3333333333333333,Random,3,0.0419509729593126
dutch,15,0.4666666666666667,Random,2,0.0913823603740207
dutch,15,0.5333333333333333,Random,1,0.1580490270406874
dutch,20,0.3,Random,8,0.0752843062926459
dutch,30,0.5,Random,2,0.124715693707354
dutch,20,0.35,Random,7,0.0252843062926459
dutch,20,0.3,Random,0,0.0752843062926459
italian,100,0.48,Random,4,0.013737680060652
dutch,20,0.5,Random,1,0.124715693707354
dutch,15,0.6,Random,4,0.224715693707354
italian,20,0.55,Random,3,0.083737680060652
italian,20,0.6,Random,2,0.133737680060652
italian,20,0.7,Random,1,0.233737680060652
italian,20,0.3,Random,0,0.1662623199393479
italian,15,0.4,Random,9,0.0662623199393479
dutch,10,0.3,Random,9,0.0752843062926459
german,50,0.42,Random,5,0.0363760424564063
dutch,15,0.2666666666666666,Random,8,0.1086176396259792
dutch,15,0.4,Random,7,0.0247156937073541
dutch,15,0.4,Random,6,0.0247156937073541
dutch,15,0.2,Random,5,0.1752843062926459
dutch,20,0.3,Random,9,0.0752843062926459
dutch,30,0.4,Random,0,0.0247156937073541
dutch,30,0.3666666666666666,Random,1,0.0086176396259792
dutch,20,0.5,Random,2,0.124715693707354
dutch,30,0.4,Random,5,0.0247156937073541
dutch,10,0.5,Random,1,0.124715693707354
dutch,10,0.3,Random,3,0.0752843062926459
dutch,10,0.5,Random,4,0.124715693707354
romanian,20,0.6,Random,1,0.2163760424564063
spanish,100,0.61,Random,7,0.0641319181197876
romanian,15,0.2666666666666666,Random,3,0.1169572908769269
german,15,0.2666666666666666,Random,3,0.1169572908769269
romanian,15,0.4,Random,2,0.0163760424564063
german,15,0.4,Random,2,0.0163760424564063
german,15,0.6,Random,1,0.2163760424564063
romanian,10,0.3,Random,5,0.0836239575435936
german,15,0.4666666666666667,Random,0,0.083042709123073
german,10,0.4,Random,9,0.0163760424564063
german,10,0.5,Random,8,0.1163760424564063
romanian,10,0.1,Random,6,0.2836239575435936
romanian,10,0.2,Random,7,0.1836239575435936
german,10,0.2,Random,7,0.1836239575435936
german,10,0.1,Random,6,0.2836239575435936
romanian,20,0.45,Random,0,0.0663760424564063
german,10,0.3,Random,5,0.0836239575435936
spanish,50,0.56,Random,4,0.0141319181197877
spanish,50,0.64,Random,6,0.0941319181197877
romanian,15,0.5333333333333333,Random,4,0.1497093757897397
spanish,100,0.52,Random,5,0.0258680818802122
spanish,100,0.57,Random,4,0.0241319181197876
spanish,100,0.57,Random,3,0.0241319181197876
romanian,15,0.2666666666666666,Random,5,0.1169572908769269
romanian,15,0.2,Random,6,0.1836239575435936
spanish,100,0.58,Random,2,0.0341319181197876
spanish,100,0.6,Random,1,0.0541319181197876
spanish,100,0.55,Random,0,0.0041319181197877
romanian,15,0.2,Random,7,0.1836239575435936
romanian,15,0.4666666666666667,Random,8,0.083042709123073
spanish,50,0.46,Random,9,0.0858680818802122
spanish,50,0.56,Random,8,0.0141319181197877
spanish,50,0.58,Random,7,0.0341319181197876
romanian,15,0.3333333333333333,Random,9,0.0502906242102603
spanish,50,0.52,Random,5,0.0258680818802122
spanish,100,0.6,Random,8,0.0541319181197876
romanian,10,0.5,Random,8,0.1163760424564063
german,10,0.5,Random,4,0.1163760424564063
italian,50,0.44,Random,3,0.0262623199393479
italian,50,0.54,Random,2,0.073737680060652
italian,50,0.52,Random,1,0.053737680060652
italian,50,0.42,Random,0,0.0462623199393479
italian,30,0.4,Random,9,0.0662623199393479
italian,30,0.5333333333333333,Random,8,0.0670710133939853
italian,30,0.5,Random,7,0.033737680060652
italian,100,0.46,Random,1,0.0062623199393479
italian,100,0.51,Random,2,0.043737680060652
italian,100,0.48,Random,3,0.013737680060652
dutch,10,0.6,Random,2,0.224715693707354
dutch,10,0.3,Random,8,0.0752843062926459
dutch,10,0.4,Random,7,0.0247156937073541
dutch,10,0.4,Random,6,0.0247156937073541
spanish,20,0.7,Random,6,0.1541319181197876
italian,50,0.38,Random,4,0.0862623199393479
romanian,10,0.4,Random,9,0.0163760424564063
italian,50,0.52,Random,5,0.053737680060652
italian,50,0.5,Random,7,0.033737680060652
german,10,0.1,Random,3,0.2836239575435936
german,10,0.3,Random,2,0.0836239575435936
romanian,15,0.4666666666666667,Random,0,0.083042709123073
german,10,0.6,Random,1,0.2163760424564063
german,10,0.6,Random,0,0.2163760424564063
spanish,100,0.56,Random,9,0.0141319181197877
romanian,15,0.6,Random,1,0.2163760424564063
romanian,100,0.41,Random,9,0.0263760424564063
dutch,100,0.44,Random,2,0.064715693707354
dutch,30,0.2666666666666666,Random,9,0.1086176396259792
dutch,15,0.4,Random,0,0.0247156937073541
italian,100,0.48,Random,0,0.013737680060652
dutch,30,0.4,Random,8,0.0247156937073541
italian,50,0.38,Random,9,0.0862623199393479
italian,50,0.56,Random,8,0.093737680060652
italian,50,0.42,Random,6,0.0462623199393479
italian,10,0.4,Random,0,0.0662623199393479
dutch,20,0.38210767,,5,0.006823363707354
german,50,0.3851402,,6,0.0015162424564064
spanish,10,0.57088703,,7,0.0250189481197876
italian,100,0.5064442,,4,0.040181880060652
german,50,0.2789992,,7,0.1046247575435936
italian,15,0.43214556,,1,0.0341167599393479
german,50,0.34192565,,8,0.0416983075435936
spanish,10,0.5216072700000001,,6,0.0242608118802122
italian,30,0.4215314699999999,,3,0.044730849939348
german,50,0.33813492,,9,0.0454890375435936
italian,100,0.3836238999999999,,5,0.082638419939348
spanish,30,0.46626232,,5,0.0796057618802122
german,100,0.4215314,,0,0.0379074424564063
spanish,10,0.38741471,,5,0.1584533718802123
german,10,0.38286581,,3,0.0007581475435936
german,100,0.3313115499999999,,1,0.0523124075435936
spanish,50,0.55724026,,7,0.0113721781197877
german,10,0.43896892,,4,0.0553449624564063
german,50,0.3320697099999999,,5,0.0515542475435936
italian,100,0.4313873499999999,,3,0.034874969939348
italian,30,0.4973464700000001,,4,0.0310841500606521
german,30,0.42153146,,9,0.0379075024564063
spanish,15,0.6118271500000001,,1,0.0659590681197878
italian,100,0.4761182,,1,0.009855880060652
german,50,0.39651245,,0,0.0128884924564063
italian,15,0.26686884,,0,0.1993934799393479
german,50,0.43593625,,1,0.0523122924564063
spanish,10,0.51023502,,4,0.0356330618802123
spanish,15,0.45489007,,0,0.0909780118802122
german,50,0.3457164,,2,0.0379075575435935
italian,100,0.4943137999999999,,2,0.028051480060652
spanish,30,0.4313874099999999,,4,0.1144806718802123
german,50,0.40561025,,3,0.0219862924564063
spanish,10,0.42532222,,9,0.1205458618802122
german,50,0.48900675,,4,0.1053827924564063
spanish,10,0.30932524,,8,0.2365428418802123
german,10,0.43214557,,5,0.0485216124564063
german,100,0.3775586999999999,,2,0.0060652575435936
italian,100,0.4897649,,6,0.023502580060652
italian,15,0.42228961,,2,0.0439727099393479
german,10,0.6307809,,1,0.2471569424564063
dutch,100,0.4579226,,9,0.0826382937073541
romanian,10,0.14329037,,1,0.2403335875435936
dutch,10,0.24943138,,0,0.1258529262926459
romanian,10,0.12812737,,2,0.2554965875435936
italian,30,0.45261562,,1,0.0136466999393479
dutch,100,0.4518574,,8,0.0765730937073541
romanian,10,0.2964367,,0,0.0871872575435936
romanian,10,0.21834723,,3,0.1652767275435936
dutch,10,0.3343442,,1,0.0409401062926458
italian,30,0.24867323,,8,0.2175890899393479
italian,15,0.54738438,,4,0.081122060060652
dutch,100,0.39499615,,7,0.019711843707354
romanian,10,0.19484458,,5,0.1887793775435936
dutch,100,0.3760424,,6,0.000758093707354
romanian,10,0.17513267,,6,0.2084912875435936
german,10,0.51023503,,0,0.1266110724564064
german,30,0.4359363199999999,,8,0.0523123624564063
spanish,30,0.5413191700000001,,7,0.0045489118802122
german,100,0.3677027499999999,,9,0.0159212075435936
german,100,0.42835475,,3,0.0447307924564063
spanish,10,0.49507203,,3,0.0507960518802123
german,100,0.4184987999999999,,4,0.0348748424564063
italian,100,0.41015915,,7,0.0561031699393479
